InputID,TargetID,Distance
797,16376,106.71120462183
798,16164,70.8919471404815
800,16390,142.541283005364
801,16390,463.67043988148
871,16286,107.593606371579
872,16125,139.564182137412
873,16123,131.168274199286
874,16120,81.9040551365106
875,16326,76.0450228504033
876,16160,162.331201411015
877,16161,318.172970679106
945,16132,462.15751895829
946,16132,71.426563191302
947,16512,96.4223875727355
948,16592,91.3101994447222
949,16375,123.981020531373
950,16122,169.673424582634
951,16115,76.347152765194
952,16327,234.803144951809
953,16159,179.922005053745
954,16611,27.9008858279692
955,16612,314.124670866135
1021,16498,217.735642590207
1022,16503,172.878827356145
1023,16304,123.603873155448
1024,16305,169.649846938359
1025,16394,58.3907264474718
1026,16308,158.026315145572
1027,16020,124.267631017006
1028,16380,141.468355115148
1029,16315,61.5745436731491
1030,16849,119.19402043888
1031,16163,54.1784548895223
1045,17187,381.594092286114
1098,16961,212.79138080224
1099,16527,232.78310982124
1100,16278,93.1765320121729
1101,16603,52.0903543353015
1104,16401,230.01032926614
1105,16316,18.9862438244833
1106,16917,130.478661075964
1107,16923,18.1934069348384
1108,16408,184.116873635167
1121,17187,39.3377508528936
1122,17184,114.203854134479
1126,17768,255.407189678649
1174,16277,561.078124227944
1175,16276,228.312820983417
1176,16608,204.851064055189
1177,16396,39.8917620269473
1179,16019,28.1309590583362
1180,16427,135.464877542231
1181,16879,53.4873058581792
1182,16491,168.39359744058
1183,16490,248.307099444496
1184,15349,210.877120381968
1185,15351,135.72614376395
1186,15695,274.733446345712
1197,17150,88.8990456437802
1198,17577,105.183021242156
1251,16273,403.571176659713
1252,16273,31.4283210314961
1257,16867,123.458837499642
1258,16937,106.903083996377
1259,16812,292.444512694961
1260,15577,100.993995087062
1261,15352,100.994958590302
1262,15343,48.7702011221149
1263,15358,20.5269207958589
1264,15697,202.346967279201
1265,15402,169.213049471432
1266,15294,231.041650707257
1268,15416,49.5757212826208
1269,15421,8.98334963482584
1273,17301,59.2238234092364
1274,17183,20.2879497829718
1275,17549,146.84185969812
1327,16274,279.290884129816
1332,16021,371.802025598187
1333,16973,231.629071732301
1334,16729,143.378269720223
1335,16941,267.206864642977
1336,16150,204.751856118632
1337,15341,183.186736139831
1338,15336,199.567805423878
1339,15415,174.58324391595
1340,15339,215.768911404734
1341,15293,233.97243323301
1342,15292,109.546890818783
1343,15326,134.933007702708
1344,15600,44.9699677877633
1349,17300,179.087943253536
1350,17181,197.993771236575
1351,17704,160.822420387121
1404,16577,86.0519811151699
1405,16271,141.694478186915
1407,16219,205.054194046875
1408,16393,35.6707958020533
1409,16946,22.2628387657735
1410,16974,187.238521967043
1411,16364,89.1426989924083
1412,16209,50.7884072146603
1413,16148,102.479462832875
