,fid,연면적
790,3170,3161.3784375
791,3171,560.7635460992908
792,3172,571.0454369501466
793,3173,726.2502228412255
794,3174,564.4522119815668
795,3175,533.3058646616541
796,3176,853.2750785340314
797,3177,740.4731421446385
798,3178,307.5490207156309
799,3179,741.1830952380952
800,3180,250.55944041450778
801,3181,409.28651452282156
802,3182,3847.109794871795
803,3183,1149.8611475409837
804,3212,3874.414545454545
805,3215,559.9374532019705
806,3216,385.0696632124352
807,3217,549.4234158415842
808,3218,780.6975535168195
809,3219,439.58695035460994
810,3220,733.3645348837209
811,3221,589.412
812,3223,395.67509090909095
813,3224,331.47504823151127
814,3226,1030.1110055865922
815,3227,303.363063583815
816,3228,308.4453094462541
817,3229,469.7447377777778
818,3230,562.1358657844991
819,3231,577.7774186602871
820,3232,424.8431302876481
821,3233,551.8408553846153
822,3234,1364.667112972973
823,3235,1165.4247896825398
824,3236,1351.5286363636365
825,3241,10930.785238095237
826,3242,15921.546666666667
827,3243,12504.7
828,3244,7915.124285714285
829,3245,1357.4750533980582
830,3246,648.3951813471502
831,3247,596.4330828402367
832,3248,502.4445476190476
833,3249,373.12259210526315
834,3250,461.35290870488325
835,3251,337.23779047619047
836,3252,584.7756678733032
837,3253,654.9943296703296
838,3254,485.5739093137255
839,3255,797.9900295857989
840,3256,307.76019718309857
841,3257,405.6240384615385
842,3258,781.1765145228217
843,3259,217.47565445026177
844,3286,2803.4058823529413
845,3293,3557.0603459016393
846,3294,1378.5495217391303
847,3295,585.9729562043796
848,3296,714.0715989847716
849,3298,638.4073117408907
850,3299,1236.2790736196318
851,3300,470.4395463182898
852,3301,518.6525438596492
853,3302,529.6956635097494
854,3303,602.3172566371682
855,3304,682.705153256705
856,3307,1239.011170212766
857,3308,932.0548450363196
858,3309,917.1752706552708
859,3310,559.8953728571429
860,3311,685.6034852546917
861,3317,4068.9453333333336
862,3318,8105.571428571428
863,3319,11415.464166666667
864,3320,530.7779329608938
865,3321,248.473299856528
866,3322,354.73106617647056
867,3323,319.5827323943662
868,3324,330.56632295719845
869,3325,363.80179856115103
870,3326,1016.3222727272728
871,3327,349.7215889830508
872,3328,620.0344126074499
873,3329,524.1402586206897
874,3330,358.046325
875,3331,413.5820945945946
876,3332,776.9326363636363
877,3333,408.0364436619719
878,3334,648.1521111111111
879,3361,1459.73
880,3375,1834.0542105263157
881,3377,344.6281994750656
882,3379,3186.887619047619
883,3384,552.1869010989011
884,3385,563.7764319066148
885,3387,767.2357513513514
886,3388,927.3669895287958
887,3395,55136.808750000004
888,3396,5934.302
889,3397,523.9219877300613
890,3398,328.3605119453925
891,3399,920.2547978142077
892,3400,314.73346278317155
893,3401,390.2376971608833
894,3403,379.30280915492955
895,3404,458.02479452054797
896,3405,450.4579665198238
897,3406,364.59583333333336
898,3407,349.7827698574338
899,3408,560.0145626477541
900,3409,636.1187206703911
901,3410,402.4924293785311
902,3450,628.4602906976744
903,3451,432.6346796052632
904,3452,598.0357637883008
905,3456,335.90538461538466
906,3460,772.1446137524558
907,3461,292.30867088607596
908,3462,831.7859122807017
909,3463,905.5244786729858
910,3464,2231.6455716535434
911,3465,3573.414910714286
912,3471,5605.076249999999
913,3472,1140.6030389610391
914,3473,563.9205501222494
915,3474,2023.3763776595745
916,3475,1179.986894179894
917,3476,627.6401677419354
918,3477,528.3476552795031
919,3478,2300.9335714285717
920,3479,1443.6788936170212
921,3480,1106.4530342679127
922,3481,444.09845454545456
923,3482,577.3781818181818
924,3484,851.2081967213114
925,3485,11469.021999999999
926,3524,267.39966165413534
927,3525,259.3849266409266
928,3526,535.447850678733
929,3527,323.9284405835544
930,3528,405.0298815165877
931,3529,705.1263932087228
932,3532,152.778
933,3533,242.2924406779661
934,3536,1110.302374248927
935,3537,225.51976683937826
936,3538,396.08488372093024
937,3539,749.3513352941177
938,3540,2583.3733058139537
939,3541,5939.865885416667
940,3542,1413.2848737201366
941,3548,2131.880769230769
942,3549,903.6995278969956
943,3550,2377.483896969697
944,3551,71274.90372950821
945,3552,460.7895829059829
946,3553,391.6190231481482
947,3554,5834.74052631579
948,3555,1570.0239428571429
949,3556,588.132953125
950,3557,438.679667405765
951,3558,748.6198202247191
952,3559,318.7761739130435
953,3560,14400.0
954,3561,723.8025
955,3601,472.16571895424835
956,3602,610.1048804071247
957,3604,1562.92325
958,3610,493.08883478260867
959,3611,635.2787609375
960,3612,258.8476223801066
961,3613,440.11804511278194
962,3614,3248.902169354839
963,3615,9904.60073809524
964,3616,2763.0291082251083
965,3617,2920.240642857143
966,3618,1627.0795631067963
967,3619,1159.9495803571428
968,3624,2158.8808450704228
969,3625,2356.431142696629
970,3626,1038.83665625
971,3627,565.811690140845
972,3628,772.3686498371336
973,3629,601.025980392157
974,3630,4972.720857142857
975,3631,1299.3998008298756
976,3632,405.01446379310346
977,3633,2009.8942405063292
978,3634,1140.7174493927125
979,3635,1726.618695652174
980,3636,14400.0
981,3673,566.3345555555555
982,3683,1440.9229321428572
983,3684,4173.081967741936
984,3686,420.46524456521735
985,3687,400.5391169779287
986,3688,282.34738235294117
987,3689,530.5908780487805
988,3690,1952.1303731343285
989,3691,1470.4538696969696
990,3692,1646.5428684210526
991,3693,2199.047899371069
992,3694,865.5731132075472
993,3695,455.97109965635735
994,3696,2233.9680000000003
995,3697,1856.1899114583332
996,3701,271.17279141104297
997,3702,432.6461603375527
998,3704,4799.633894736842
999,3705,4044.632523076923
1000,3706,813.8083606060607
1001,3707,2054.0238016528924
1002,3708,517.2415174129353
1003,3709,438.16812045454543
1004,3710,504.28591731266147
1005,3711,440.48356435643564
1006,3712,7040.04
1007,3713,3565.501
1008,3750,531.9636776859504
1009,3751,636.9159803921568
1010,3752,370.1332716049383
1011,3759,897.1057819148936
1012,3760,663.6699944444445
1013,3761,616.8423066361556
1014,3762,334.1540927382753
1015,3763,279.7787858960764
1016,3764,318.6382969072165
1017,3765,620.3618285714286
1018,3766,328.65622676056336
1019,3767,544.2186119873818
1020,3768,481.1525949367089
1021,3769,390.7790093537415
1022,3770,547.5202806236081
1023,3771,15049.09
1024,3773,865.9125339366517
1025,3777,579.1252727272728
1026,3778,1080.0541509433963
1027,3779,679.2881875
1028,3780,952.5906785714285
1029,3781,3241.7394492753624
1030,3782,1130.7888076923077
1031,3783,905.7075692307693
1032,3784,2586.007730263158
1033,3785,372.52692164179103
1034,3786,693.7940728476821
1035,3787,694.1459064327486
1036,3788,1029.108888888889
1037,3827,417.02066371681417
1038,3828,589.5719396551724
1039,3829,604.3637878787879
1040,3834,519.6626506024096
1041,3835,433.09992481203005
1042,3836,315.5812658227848
1043,3837,259.3021546961326
1044,3838,945.907
1045,3839,952.3353701030927
1046,3840,899.3850882352941
1047,3841,669.5812213740458
1048,3842,290.78994091580506
1049,3843,386.2048126843658
1050,3844,1468.6260317460317
1051,3845,486.22327158273384
1052,3846,299.76466423357664
1053,3847,1135.7788343949044
1054,3848,57005.44166666667
1055,3849,402.66594900849856
1056,3850,1175.1263257575756
1057,3854,537.6365037593985
1058,3855,314.3456459731544
1059,3856,317.9517621145375
1060,3857,79.16142857142857
1061,3858,562.9787719298246
1062,3859,630.7031601731602
1063,3860,4055.693
1064,3861,3017.914583333333
1065,3862,575.8331677631579
1066,3863,576.8159132420092
1067,3864,774.5536492890996
1068,3865,1293.707894736842
1069,3902,918.6367013888889
1070,3907,1022.48375
1071,3908,532.3951265822785
1072,3909,275.2496048879837
1073,3910,260.4528223844282
1074,3911,867.6744827586207
1075,3912,250.03449814126392
1076,3913,1171.0017770034844
1077,3914,2024.7742142857144
1078,3915,2909.3975337078655
1079,3916,939.6780208333333
