fid,ID,Area
3007,생활서비스시설_공원_1414,119.703
3011,생활서비스시설_공원_1414,25233.749
3012,생활서비스시설_공원_1414,2156.937
3013,생활서비스시설_공원_1414,72040.670
3017,생활서비스시설_공원_1414,603.770
3018,생활서비스시설_공원_1414,28370.692
3019,생활서비스시설_공원_1414,163.267
3020,생활서비스시설_공원_1414,2750.614
3021,생활서비스시설_공원_1414,79117.665
3022,생활서비스시설_공원_1414,126792.385
3023,생활서비스시설_공원_1414,51.029
3024,생활서비스시설_공원_1414,999.443
3025,생활서비스시설_공원_1414,7641.311
3026,생활서비스시설_공원_1414,44694.245
3028,생활서비스시설_공원_1414,4529.874
3029,생활서비스시설_공원_1414,49765.031
3030,생활서비스시설_공원_1414,85183.508
3031,생활서비스시설_공원_1414,24346.168
3033,생활서비스시설_공원_1414,98393.029
3062,생활서비스시설_공원_1414,790.615
3063,생활서비스시설_공원_1414,1175.150
3067,생활서비스시설_공원_1414,940.070
3068,생활서비스시설_공원_1414,939.992
3070,생활서비스시설_공원_1414,17433.180
3071,생활서비스시설_공원_1414,4888.591
3072,생활서비스시설_공원_1414,9152.384
3073,생활서비스시설_공원_1414,976.066
3075,생활서비스시설_공원_1414,468.738
3076,생활서비스시설_공원_1414,34442.263
3078,생활서비스시설_공원_1414,810.053
3080,생활서비스시설_공원_1414,992.730
3081,생활서비스시설_공원_1414,685.425
3082,생활서비스시설_공원_1414,2265.100
3083,생활서비스시설_공원_1414,2846.144
3088,생활서비스시설_공원_1414,19300.197
3089,생활서비스시설_공원_1414,66003.318
3094,생활서비스시설_공원_1414,5948.989
3095,생활서비스시설_공원_1414,154.812
3097,생활서비스시설_공원_1414,202.415
3098,생활서비스시설_공원_1414,60226.340
3099,생활서비스시설_공원_1414,3480.181
3101,생활서비스시설_공원_1414,406.005
3102,생활서비스시설_공원_1414,44716.045
3103,생활서비스시설_공원_1414,58325.075
3104,생활서비스시설_공원_1414,51383.045
3105,생활서비스시설_공원_1414,60539.540
3106,생활서비스시설_공원_1414,86214.149
3107,생활서비스시설_공원_1414,103539.628
3108,생활서비스시설_공원_1414,138564.065
3137,생활서비스시설_공원_1414,1669.842
3138,생활서비스시설_공원_1414,357.686
3139,생활서비스시설_공원_1414,36294.810
3140,생활서비스시설_공원_1414,253.270
3142,생활서비스시설_공원_1414,167.356
3143,생활서비스시설_공원_1414,29882.962
3144,생활서비스시설_공원_1414,663.608
3149,생활서비스시설_공원_1414,35663.405
3150,생활서비스시설_공원_1414,2400.249
3151,생활서비스시설_공원_1414,36538.784
3152,생활서비스시설_공원_1414,11329.528
3155,생활서비스시설_공원_1414,493.379
3156,생활서비스시설_공원_1414,3400.296
3158,생활서비스시설_공원_1414,1164.254
3159,생활서비스시설_공원_1414,227.168
3164,생활서비스시설_공원_1414,42083.004
3167,생활서비스시설_공원_1414,8339.774
