fid,id,left,top,right,bottom,row_index,col_index,18도 미만 경사 목록_avgDN,2017공시지가_avg_Land_Value,ResidentialArea,LivingfacilityArea,Data(1014최종)_Label,건물총,건물주거,건축근생,ResidentialAread
"2572","946467","1941587.1587","946928.670445306","1941187.1587","63","33",,"0.937609401109876","3551753.85788732","0.401960784313726","0.323529411764706",D,"102","41","33",0.402
"2573","946467","1941187.1587","946928.670445306","1940787.1587","64","33",,"2.15788848208963","3433155.23620554","0.46969696969697","0.313131313131313",D,"195","92","61",0.472
"2574","946467","1940787.1587","946928.670445306","1940387.1587","65","33",,"2.17186210434712","2497498.33756758","0.754901960784314","0.191176470588235",B,"204","154","39",0.755
"2575","946467","1940387.1587","946928.670445306","1939987.1587","66","33",,"3.00111239456805","2521523.33461938","0.618181818181818","0.163636363636364",A,"54","33","9",0.611
"2576","946467","1939987.1587","946928.670445306","1939587.1587","67","33",,"2.95186985226169","2919426.70805254","0.541176470588235","0.282352941176471",B,"83","46","22",0.554
"2577","946467","1939587.1587","946928.670445306","1939187.1587","68","33",,"1.74265224170838","1917224.92755488","0.375","0.145833333333333",A,"40","18","7",0.450
"2617","946813","1954187.1587","947275.08060682","1953787.1587","32","34",,"11.0670788435851","1094654.04916257","0.843373493975904","0.114457831325301",B,"165","140","18",0.848
"2618","946813","1953787.1587","947275.08060682","1953387.1587","33","34",,"3.3314065338171","2802496.10969764","0.815789473684211","0.114035087719298",B,"224","186","25",0.830
"2619","946813","1953387.1587","947275.08060682","1952987.1587","34","34",,"1.34125597959725","2385869.8537916","0","0.111111111111111",B,"9","0","1",0.000
"2620","946813","1952987.1587","947275.08060682","1952587.1587","35","34",,"2.37802218101449","2294293.69536737","0.785714285714286","0.119047619047619",A,"40","32","4",0.800
"2621","946813","1952587.1587","947275.08060682","1952187.1587","36","34",,"1.58349285879191","2785234.46519294","0.857142857142857","0",B,"21","18","0",0.857
"2622","946813","1952187.1587","947275.08060682","1951787.1587","37","34",,"1.66030805890285","2559608.78878613","0.333333333333333","0",B,"18","6","0",0.333
"2623","946813","1951787.1587","947275.08060682","1951387.1587","38","34",,"2.59816811209219","1718040.15515286","0.851063829787234","0.113475177304965",A,"140","120","16",0.857
"2624","946813","1951387.1587","947275.08060682","1950987.1587","39","34",,"0.96518948834245","3089868.33608984","0.859424920127795","0.108626198083067",A,"311","268","34",0.862
"2625","946813","1950987.1587","947275.08060682","1950587.1587","40","34",,"1.12441022785511","2777926.47320712","0.862068965517241","0.122015915119363",A,"377","325","46",0.862
"2630","946813","1948987.1587","947275.08060682","1948587.1587","45","34",,"0.941167989907687","1955448.99187146","0.177570093457944","0.607476635514019",B,"106","19","64",0.179
"2631","946813","1948587.1587","947275.08060682","1948187.1587","46","34",,"0.76575321867003","4002106.54264281","0.3","0.3875",C,"76","23","31",0.303
"2632","946813","1948187.1587","947275.08060682","1947787.1587","47","34",,"0.524626007326372","3346118.88636951","0.551515151515152","0.381818181818182",C,"161","87","63",0.540
"2633","946813","1947787.1587","947275.08060682","1947387.1587","48","34",,"0.0946662174304267","3896775.82585158","0.519230769230769","0.365384615384615",C,"51","26","19",0.510
"2634","946813","1947387.1587","947275.08060682","1946987.1587","49","34",,"0","3148593.05404448","0.558241758241758","0.402197802197802",A,"346","191","141",0.552
"2635","946813","1946987.1587","947275.08060682","1946587.1587","50","34",,"0","3721849.66703875","0.333333333333333","0.53551912568306",C,"142","49","73",0.345
"2636","946813","1946587.1587","947275.08060682","1946187.1587","51","34",,"1.52464347133254","3655968.48243894","0.198019801980198","0.504950495049505",D,"93","16","48",0.172
"2637","946813","1946187.1587","947275.08060682","1945787.1587","52","34",,"2.36593581350429","2853900.40355731","0.466666666666667","0.166666666666667",B,"27","14","5",0.519
"2638","946813","1945787.1587","947275.08060682","1945387.1587","53","34",,"1.78342815852424","2476402.19676327","0.816929133858268","0.175196850393701",B,"501","413","84",0.824
"2639","946813","1945387.1587","947275.08060682","1944987.1587","54","34",,"0.195117119255394","2856546.576666","0.724719101123595","0.224719101123595",B,"177","128","40",0.723
"2640","946813","1944987.1587","947275.08060682","1944587.1587","55","34",,"0","1996780.84446902","0.755050505050505","0.222222222222222",B,"393","298","88",0.758
"2641","946813","1944587.1587","947275.08060682","1944187.1587","56","34",,"0.0852567510919948","2383775.38777232","0.778787878787879","0.187878787878788",B,"326","254","62",0.779
"2642","946813","1944187.1587","947275.08060682","1943787.1587","57","34",,"1.22727795655543","2514897.07546825","0.841758241758242","0.116483516483516",A,"454","382","53",0.841
"2643","946813","1943787.1587","947275.08060682","1943387.1587","58","34",,"0.625042847508222","2066942.54321251","0.883381924198251","0.10932944606414",B,"684","604","75",0.883
"2644","946813","1943387.1587","947275.08060682","1942987.1587","59","34",,"1.12145103349167","2357478.6534255","0.737588652482269","0.170212765957447",A,"140","104","24",0.743
"2645","946813","1942987.1587","947275.08060682","1942587.1587","60","34",,"1.79766407190387","4222592.84842947","0.368181818181818","0.509090909090909",D,"220","81","112",0.368
"2646","946813","1942587.1587","947275.08060682","1942187.1587","61","34",,"2.63407131783778","2453385.92792927","0.765957446808511","0.178723404255319",B,"234","180","42",0.769
"2647","946813","1942187.1587","947275.08060682","1941787.1587","62","34",,"3.15886538460026","2314618.60821773","0.849438202247191","0.11685393258427",B,"445","378","52",0.849
"2648","946813","1941787.1587","947275.08060682","1941387.1587","63","34",,"2.44577343452721","2426944.66460728","0.770334928229665","0.196172248803828",B,"418","322","82",0.770
"2649","946813","1941387.1587","947275.08060682","1940987.1587","64","34",,"2.53596355893285","2196832.53711557","0.807228915662651","0.162650602409639",B,"498","402","81",0.807
"2650","946813","1940987.1587","947275.08060682","1940587.1587","65","34",,"2.13273330640284","2042137.37159524","0.848232848232848","0.126819126819127",B,"481","408","61",0.848
"2651","946813","1940587.1587","947275.08060682","1940187.1587","66","34",,"3.7985491717967","1809866.64797686","0.957522123893805","0.0283185840707965",B,"565","541","16",0.958
"2652","946813","1940187.1587","947275.08060682","1939787.1587","67","34",,"4.16394158098809","2111831.98437091","0.900596421471173","0.0755467196819085",B,"503","453","38",0.901
"2653","946813","1939787.1587","947275.08060682","1939387.1587","68","34",,"0.984148797886378","3738559.41256827","0.451505016722408","0.464882943143813",D,"294","135","134",0.459
"2654","946813","1939387.1587","947275.08060682","1938987.1587","69","34",,"1.93735085152141","3093129.13267516","0.394904458598726","0.35031847133758",B,"154","62","55",0.403
"2655","946813","1938987.1587","947275.08060682","1938587.1587","70","34",,"3.13098270367913","2580616.76031323","0.605633802816901","0.211267605633803",B,"69","43","15",0.623
"2656","946813","1938587.1587","947275.08060682","1938187.1587","71","34",,"2.08916056422557","2492791.14907685","0.0416666666666667","0.645833333333333",B,"48","2","31",0.042
"2657","946813","1938187.1587","947275.08060682","1937787.1587","72","34",,"1.69917110401287","1323662.94410153","0.558139534883721","0.27906976744186",B,"43","24","12",0.558
"2691","947160","1954787.1587","947621.490768334","1954387.1587","30","35",,"17.4004392369782","671396.156785755","0.781818181818182","0.163636363636364",B,"55","43","9",0.782
"2692","947160","1954387.1587","947621.490768334","1953987.1587","31","35",,"14.8099569134473","590592.962321735","0.975155279503106","0.0124223602484472",B,"160","156","2",0.975
"2693","947160","1953987.1587","947621.490768334","1953587.1587","32","35",,"7.02195085958402","2156126.72901464","0.810679611650485","0.145631067961165",B,"204","165","30",0.809
"2694","947160","1953587.1587","947621.490768334","1953187.1587","33","35",,"1.46602706848701","1982580.25902","0.895569620253165","0.0822784810126582",A,"315","283","25",0.898
"2695","947160","1953187.1587","947621.490768334","1952787.1587","34","35",,"1.62872413129425","2012370.79605106","0.78","0.19",B,"198","156","36",0.788
"2696","947160","1952787.1587","947621.490768334","1952387.1587","35","35",,"1.40299901957278","3650365.47186605","0.6375","0.1875",C,"74","51","15",0.689
"2697","947160","1952387.1587","947621.490768334","1951987.1587","36","35",,"4.05274364446878","3421913.03493655","0.71","0.15",C,"97","71","15",0.732
"2698","947160","1951987.1587","947621.490768334","1951587.1587","37","35",,"3.22952460647289","2594701.39311196","0.444444444444444","0.19047619047619",A,"126","56","24",0.444
"2699","947160","1951587.1587","947621.490768334","1951187.1587","38","35",,"0.0028249099275841","3430632.18779205","0.75632183908046","0.222988505747126",C,"435","329","97",0.756
"2700","947160","1951187.1587","947621.490768334","1950787.1587","39","35",,"0.125764872732335","3313674.7814745","0.78584729981378","0.191806331471136",C,"532","422","99",0.793
"2701","947160","1950787.1587","947621.490768334","1950387.1587","40","35",,"0.686018375036301","3209681.32926724","0.791252485089463","0.194831013916501",A,"496","393","96",0.792
"2706","947160","1948787.1587","947621.490768334","1948387.1587","45","35",,"1.96147288817088","1636002.53965784","0.725490196078431","0.191176470588235",A,"195","139","39",0.713
"2707","947160","1948387.1587","947621.490768334","1947987.1587","46","35",,"0.741378161616906","3728200.55034524","0.652892561983471","0.264462809917355",C,"116","76","30",0.655
"2708","947160","1947987.1587","947621.490768334","1947587.1587","47","35",,"0.033916946648469","3555666.17915673","0.411764705882353","0.42483660130719",C,"138","55","59",0.399
"2709","947160","1947587.1587","947621.490768334","1947187.1587","48","35",,"0","3572572.38803138","0.582582582582583","0.336336336336336",C,"279","164","89",0.588
"2710","947160","1947187.1587","947621.490768334","1946787.1587","49","35",,"0","6003165.70927733","0.236842105263158","0.664473684210526",D,"254","57","167",0.224
"2711","947160","1946787.1587","947621.490768334","1946387.1587","50","35",,"0.259493397512551","9008699.13678772","0.210144927536232","0.58695652173913",C,"100","19","56",0.190
"2712","947160","1946387.1587","947621.490768334","1945987.1587","51","35",,"1.66583164508921","2522617.23973153","0.598591549295775","0.323943661971831",B,"131","79","44",0.603
"2713","947160","1945987.1587","947621.490768334","1945587.1587","52","35",,"2.04363840677299","2384661.10506709","0.871578947368421","0.117894736842105",B,"465","405","55",0.871
"2714","947160","1945587.1587","947621.490768334","1945187.1587","53","35",,"0.269493703147349","2985014.31800911","0.873617693522907","0.123222748815166",B,"629","549","78",0.873
"2715","947160","1945187.1587","947621.490768334","1944787.1587","54","35",,"0.229679930148701","2532905.70022192","0.848351648351648","0.127472527472527",B,"449","382","58",0.851
"2716","947160","1944787.1587","947621.490768334","1944387.1587","55","35",,"0","1911188.0977938","0.909228441754917","0.0832072617246596",B,"656","596","55",0.909
"2717","947160","1944387.1587","947621.490768334","1943987.1587","56","35",,"1.06758265337603","2451246.06075691","0.847695390781563","0.142284569138277",B,"497","422","70",0.849
"2718","947160","1943987.1587","947621.490768334","1943587.1587","57","35",,"2.17351778832698","2187377.24194818","0.826086956521739","0.154589371980676",A,"412","341","64",0.828
"2719","947160","1943587.1587","947621.490768334","1943187.1587","58","35",,"0.333428656268131","3575231.17232923","0.637010676156584","0.316725978647687",D,"280","178","89",0.636
"2720","947160","1943187.1587","947621.490768334","1942787.1587","59","35",,"0.0472700476326957","2815699.90386243","0.72289156626506","0.204819277108434",B,"165","120","33",0.727
"2721","947160","1942787.1587","947621.490768334","1942387.1587","60","35",,"1.66553528411862","3178185.28770569","0.686206896551724","0.279310344827586",B,"290","199","81",0.686
"2722","947160","1942387.1587","947621.490768334","1941987.1587","61","35",,"3.55984373993923","2295072.18218004","0.83855421686747","0.127710843373494",B,"415","348","53",0.839
"2723","947160","1941987.1587","947621.490768334","1941587.1587","62","35",,"7.3153607540854","1492261.87564873","0.920886075949367","0.0474683544303797",B,"315","290","15",0.921
"2724","947160","1941587.1587","947621.490768334","1941187.1587","63","35",,"6.50858272120077","1651933.52396464","0.935091277890467","0.0405679513184584",B,"492","460","20",0.935
"2725","947160","1941187.1587","947621.490768334","1940787.1587","64","35",,"5.48611940239588","1701964.32170511","0.964406779661017","0.023728813559322",B,"590","569","14",0.964
"2726","947160","1940787.1587","947621.490768334","1940387.1587","65","35",,"6.07334571022033","1901094.90259648","0.881313131313131","0.0858585858585859",B,"396","349","34",0.881
"2727","947160","1940387.1587","947621.490768334","1939987.1587","66","35",,"3.39113157239426","1986403.63735965","0.85045045045045","0.127927927927928",B,"555","472","71",0.850
"2728","947160","1939987.1587","947621.490768334","1939587.1587","67","35",,"2.68737453326753","1956707.41698489","0.899009900990099","0.0811881188118812",B,"503","453","40",0.901
"2729","947160","1939587.1587","947621.490768334","1939187.1587","68","35",,"0.768034287445759","2204886.67544695","0.803757828810021","0.167014613778706",B,"476","384","79",0.807
"2730","947160","1939187.1587","947621.490768334","1938787.1587","69","35",,"4.05091004382512","2052179.96718175","0.895277207392197","0.0862422997946612",B,"486","435","42",0.895
"2731","947160","1938787.1587","947621.490768334","1938387.1587","70","35",,"9.09433926901497","2010745.32891243","0.705882352941177","0.117647058823529",B,"135","96","15",0.711
"2732","947160","1938387.1587","947621.490768334","1937987.1587","71","35",,"3.5487553347952","2230955.65088785","0.75","0.213709677419355",B,"247","185","53",0.749
"2760","947506","1957787.1587","947967.900929848","1957387.1587","23","36",,"4.69076475266637","1961378.03395716","0.878151260504202","0.0798319327731092",B,"238","209","19",0.878
"2761","947506","1957387.1587","947967.900929848","1956987.1587","24","36",,"6.57120454226321","1600285.06868383","0.887966804979253","0.0788381742738589",B,"239","213","19",0.891
"2762","947506","1956987.1587","947967.900929848","1956587.1587","25","36",,"10.3085352998659","1328434.72635305","0.840336134453782","0.0168067226890756",B,"111","100","2",0.901
"2763","947506","1956587.1587","947967.900929848","1956187.1587","26","36",,"10.3078854660535","1828369.13926683","0.856643356643357","0.0769230769230769",B,"286","245","22",0.857
"2764","947506","1956187.1587","947967.900929848","1955787.1587","27","36",,"4.52488192003146","2140894.3353576","0.919667590027701","0.0637119113573407",B,"361","332","23",0.920
"2765","947506","1955787.1587","947967.900929848","1955387.1587","28","36",,"6.95717389699222","2511006.76202261","0.807106598984772","0.126903553299492",B,"197","159","25",0.807
"2766","947506","1955387.1587","947967.900929848","1954987.1587","29","36",,"10.6726053572641","1890789.61906776","0.932614555256065","0.0431266846361186",B,"371","346","16",0.933
"2767","947506","1954987.1587","947967.900929848","1954587.1587","30","36",,"10.0616674982423","1833567.17349799","0.779591836734694","0.159183673469388",B,"244","190","39",0.779
"2768","947506","1954587.1587","947967.900929848","1954187.1587","31","36",,"11.1284397320868","1706532.0169465","0.945868945868946","0.0284900284900285",B,"348","329","10",0.945
"2769","947506","1954187.1587","947967.900929848","1953787.1587","32","36",,"1.37964223109937","2340587.72638328","0.787878787878788","0.154882154882155",B,"295","232","46",0.786
"2770","947506","1953787.1587","947967.900929848","1953387.1587","33","36",,"1.7736183432243","1861197.22027549","0.920436817472699","0.0686427457098284",A,"641","590","44",0.920
"2771","947506","1953387.1587","947967.900929848","1952987.1587","34","36",,"8.69190794563569","2871276.49699052","0.909937888198758","0.0714285714285714",A,"321","293","22",0.913
"2772","947506","1952987.1587","947967.900929848","1952587.1587","35","36",,"2.8009878125612","2657006.92492054","0.709677419354839","0.193548387096774",B,"31","22","6",0.710
"2773","947506","1952587.1587","947967.900929848","1952187.1587","36","36",,"7.40947011905529","2803200.29698188","0.827160493827161","0.135802469135802",A,"241","199","33",0.826
"2774","947506","1952187.1587","947967.900929848","1951787.1587","37","36",,"7.9363212642892","2065434.05592607","0.888252148997135","0.0744985673352436",A,"349","310","26",0.888
"2775","947506","1951787.1587","947967.900929848","1951387.1587","38","36",,"8.4156201281176","2427651.03735129","0.902366863905325","0.0562130177514793",B,"336","305","19",0.908
"2776","947506","1951387.1587","947967.900929848","1950987.1587","39","36",,"0.584529319687113","3738752.53514498","0.671159029649596","0.288409703504043",C,"367","248","104",0.676
"2777","947506","1950987.1587","947967.900929848","1950587.1587","40","36",,"0.0022123340564525","3400112.33954963","0.810344827586207","0.172413793103448",C,"576","468","98",0.813
"2778","947506","1950587.1587","947967.900929848","1950187.1587","41","36",,"0.847375341127408","3506817.91371214","0.885436893203884","0.0970873786407767",C,"511","453","49",0.886
"2779","947506","1950187.1587","947967.900929848","1949787.1587","42","36",,"1.24935091048912","1462973.67616502","0.532258064516129","0.370967741935484",B,"62","33","23",0.532
"2784","947506","1948187.1587","947967.900929848","1947787.1587","47","36",,"2.17014481186332","2374458.31176268","0.38961038961039","0.363636363636364",B,"77","30","28",0.390
"2785","947506","1947787.1587","947967.900929848","1947387.1587","48","36",,"0.717046513450085","2834664.33369857","0.374407582938389","0.440758293838863",A,"197","72","89",0.365
"2786","947506","1947387.1587","947967.900929848","1946987.1587","49","36",,"0.392961198128822","3984070.79461463","0.567425569176883","0.380035026269702",D,"434","232","174",0.535
"2787","947506","1946987.1587","947967.900929848","1946587.1587","50","36",,"0.0197000500793625","6407610.70673109","0.166281755196305","0.651270207852194",D,"309","42","199",0.136
"2788","947506","1946587.1587","947967.900929848","1946187.1587","51","36",,"1.58183048908638","3152803.06204856","0.549295774647887","0.401408450704225",B,"136","75","54",0.551
"2789","947506","1946187.1587","947967.900929848","1945787.1587","52","36",,"1.67254737820744","2186796.94961151","0.88099173553719","0.11404958677686",B,"592","520","69",0.878
"2790","947506","1945787.1587","947967.900929848","1945387.1587","53","36",,"2.0116708159259","3017677.16559036","0.889667250437828","0.0910683012259194",B,"559","499","51",0.893
"2791","947506","1945387.1587","947967.900929848","1944987.1587","54","36",,"2.69572994513271","3543316.5757577","0.826625386996904","0.164086687306502",C,"322","267","52",0.829
"2792","947506","1944987.1587","947967.900929848","1944587.1587","55","36",,"1.89582230008365","3173379.26713939","0.812749003984064","0.147410358565737",B,"251","204","37",0.813
"2793","947506","1944587.1587","947967.900929848","1944187.1587","56","36",,"0.730787949963795","2793738.05057092","0.752542372881356","0.196610169491525",B,"291","219","58",0.753
"2794","947506","1944187.1587","947967.900929848","1943787.1587","57","36",,"1.77821407882449","3147871.59723105","0.799065420560748","0.121495327102804",A,"212","171","25",0.807
"2795","947506","1943787.1587","947967.900929848","1943387.1587","58","36",,"2.61593214976233","3393538.91565527","0.763888888888889","0.205555555555556",D,"359","275","74",0.766
"2796","947506","1943387.1587","947967.900929848","1942987.1587","59","36",,"0.0319585240228049","2370387.66705286","0.814126394052045","0.159851301115242",B,"269","219","43",0.814
"2797","947506","1942987.1587","947967.900929848","1942587.1587","60","36",,"0.947100837053971","2955323.06307714","0.815384615384615","0.158974358974359",A,"390","318","62",0.815
"2798","947506","1942587.1587","947967.900929848","1942187.1587","61","36",,"1.09684236580002","2984893.76298489","0.783882783882784","0.183150183150183",B,"272","214","50",0.787
"2799","947506","1942187.1587","947967.900929848","1941787.1587","62","36",,"9.16520064390061","1267964.49958808","0.757142857142857","0.185714285714286",B,"140","106","26",0.757
"2800","947506","1941787.1587","947967.900929848","1941387.1587","63","36",,"14.8232778756669","414042.044449479","0","0",B,"1","0","0",0.000
"2801","947506","1941387.1587","947967.900929848","1940987.1587","64","36",,"11.6555808087301","369505.246667649","0.905660377358491","0.0377358490566038",B,"52","48","2",0.923
"2802","947506","1940987.1587","947967.900929848","1940587.1587","65","36",,"15.0301619185458","737968.313500715","0.869565217391304","0.0869565217391304",B,"45","40","4",0.889
"2803","947506","1940587.1587","947967.900929848","1940187.1587","66","36",,"7.41796488234968","1558523.86893488","0.924471299093656","0.0513595166163142",B,"331","306","17",0.924
"2804","947506","1940187.1587","947967.900929848","1939787.1587","67","36",,"11.0422458636233","602001.455539299","0.963235294117647","0.0147058823529412",B,"135","130","2",0.963
"2805","947506","1939787.1587","947967.900929848","1939387.1587","68","36",,"5.82849187926194","1609574.40254673","0.9236276849642","0.0620525059665871",B,"419","387","26",0.924
"2806","947506","1939387.1587","947967.900929848","1938987.1587","69","36",,"2.45070657805391","2399014.84755573","0.782786885245902","0.194672131147541",B,"488","382","95",0.783
"2834","947852","1958387.1587","948314.311091361","1957987.1587","21","37",,"11.1157781802014","1389618.93057804","0.918552036199095","0.0588235294117647",B,"221","203","13",0.919
"2835","947852","1957987.1587","948314.311091361","1957587.1587","22","37",,"5.9467712442455","1941282.71814432","0.948228882833787","0.0245231607629428",B,"367","348","9",0.948
"2836","947852","1957587.1587","948314.311091361","1957187.1587","23","37",,"1.95837366995944","2497752.95345948","0.751381215469613","0.187845303867403",B,"362","272","68",0.751
"2837","947852","1957187.1587","948314.311091361","1956787.1587","24","37",,"3.36463043780883","2130503.28829195","0.920398009950249","0.0646766169154229",B,"399","369","25",0.925
"2838","947852","1956787.1587","948314.311091361","1956387.1587","25","37",,"2.47962581474841","2193271.15188672","0.88861985472155","0.0968523002421307",B,"413","367","40",0.889
"2839","947852","1956387.1587","948314.311091361","1955987.1587","26","37",,"1.34774191211515","2295760.48794287","0.899328859060403","0.0760626398210291",B,"447","402","34",0.899
"2840","947852","1955987.1587","948314.311091361","1955587.1587","27","37",,"3.26633344731421","2295700.04971635","0.864721485411141","0.0928381962864721",B,"376","326","34",0.867
"2841","947852","1955587.1587","948314.311091361","1955187.1587","28","37",,"2.7319701258926","2228019.06816643","0.856812933025404","0.108545034642032",B,"433","371","47",0.857
"2842","947852","1955187.1587","948314.311091361","1954787.1587","29","37",,"12.0387975338895","1388580.46529821","0.723529411764706","0.194117647058824",B,"170","123","33",0.724
"2843","947852","1954787.1587","948314.311091361","1954387.1587","30","37",,"3.62155064384633","2218319.38681805","0.803617571059432","0.178294573643411",B,"383","309","68",0.807
"2844","947852","1954387.1587","948314.311091361","1953987.1587","31","37",,"2.27024725915996","1959284.19793343","0.847368421052632","0.113157894736842",B,"380","322","43",0.847
"2845","947852","1953987.1587","948314.311091361","1953587.1587","32","37",,"1.70538006546516","2560570.8496059","0.796019900497512","0.172470978441128",B,"603","480","104",0.796
"2846","947852","1953587.1587","948314.311091361","1953187.1587","33","37",,"4.10423962728897","2660347.420648","0.91304347826087","0.0818414322250639",B,"781","713","64",0.913
"2847","947852","1953187.1587","948314.311091361","1952787.1587","34","37",,"2.09524124454539","3045937.59530963","0.704545454545455","0.159090909090909",A,"44","31","7",0.705
"2848","947852","1952787.1587","948314.311091361","1952387.1587","35","37",,"1.00910245340583","2709422.70179908","0.518518518518518","0.345679012345679",B,"80","42","27",0.525
"2849","947852","1952387.1587","948314.311091361","1951987.1587","36","37",,"1.51205262962925","2772365.19981524","0.716666666666667","0.1875",A,"224","169","45",0.754
"2850","947852","1951987.1587","948314.311091361","1951587.1587","37","37",,"3.66486272972355","2677653.98598455","0.698795180722892","0.192771084337349",A,"248","173","48",0.698
"2851","947852","1951587.1587","948314.311091361","1951187.1587","38","37",,"13.5362803103734","2005871.08166883","0.728476821192053","0.178807947019868",B,"148","110","27",0.743
"2852","947852","1951187.1587","948314.311091361","1950787.1587","39","37",,"0","3591539.00052908","0.80168776371308","0.187763713080169",C,"471","378","88",0.803
"2853","947852","1950787.1587","948314.311091361","1950387.1587","40","37",,"1.10623549168436","4240495.85750563","0.652941176470588","0.285294117647059",C,"333","220","97",0.661
"2854","947852","1950387.1587","948314.311091361","1949987.1587","41","37",,"0.980643951182873","6397180.69085893","0.415730337078652","0.48314606741573",C,"172","73","81",0.424
"2855","947852","1949987.1587","948314.311091361","1949587.1587","42","37",,"2.75301627432446","2610333.64438726","0.721311475409836","0.222950819672131",A,"302","218","67",0.722
"2859","947852","1948387.1587","948314.311091361","1947987.1587","46","37",,"3.04144431686534","6021808.74256559","0","0",,"6","0","0",0.000
"2860","947852","1947987.1587","948314.311091361","1947587.1587","47","37",,"3.25180894887906","2860123.19008146","0","0",B,"5","0","0",0.000
"2861","947852","1947587.1587","948314.311091361","1947187.1587","48","37",,"2.97059217443212","1309560.70472242","0.142857142857143","0.761904761904762",A,"42","6","32",0.143
"2862","947852","1947187.1587","948314.311091361","1946787.1587","49","37",,"1.46392834974931","2752817.91429003","0.10655737704918","0.69672131147541",B,"109","12","74",0.110
"2863","947852","1946787.1587","948314.311091361","1946387.1587","50","37",,"1.09483618492968","2531708.45857457","0.402684563758389","0.389261744966443",A,"128","50","48",0.391
"2864","947852","1946387.1587","948314.311091361","1945987.1587","51","37",,"2.40332854820859","2449015.53513338","0.905629139072848","0.0778145695364238",B,"574","522","45",0.909
"2865","947852","1945987.1587","948314.311091361","1945587.1587","52","37",,"2.62772211376941","2899830.95580523","0.84493041749503","0.131212723658052",B,"491","420","65",0.855
"2866","947852","1945587.1587","948314.311091361","1945187.1587","53","37",,"5.04058175609677","3108302.08474076","0.797160243407708","0.178498985801217",B,"491","392","87",0.798
"2867","947852","1945187.1587","948314.311091361","1944787.1587","54","37",,"3.88283456417434","3112649.18346613","0.947598253275109","0.0458515283842795",B,"455","431","21",0.947
"2868","947852","1944787.1587","948314.311091361","1944387.1587","55","37",,"1.1808360875042","2943673.36651613","0.825581395348837","0.151162790697674",A,"258","213","39",0.826
"2869","947852","1944387.1587","948314.311091361","1943987.1587","56","37",,"2.40648990453177","3490077.91950957","0.68","0.18",C,"50","34","9",0.680
"2870","947852","1943987.1587","948314.311091361","1943587.1587","57","37",,"6.92350499174325","2754616.42236338","0.903225806451613","0",A,"62","56","0",0.903
"2871","947852","1943587.1587","948314.311091361","1943187.1587","58","37",,"5.09003554302187","2122765.96489129","0.853470437017995","0.123393316195373",B,"387","331","47",0.855
"2872","947852","1943187.1587","948314.311091361","1942787.1587","59","37",,"0.892378677744633","3046724.79565377","0.724517906336088","0.239669421487603",B,"363","263","87",0.725
"2873","947852","1942787.1587","948314.311091361","1942387.1587","60","37",,"0.578537585744807","3639130.8713834","0.658307210031348","0.269592476489028",C,"319","210","86",0.658
"2874","947852","1942387.1587","948314.311091361","1941987.1587","61","37",,"2.92757344972632","2791699.36989329","0.796954314720812","0.131979695431472",A,"197","157","26",0.797
"2875","947852","1941987.1587","948314.311091361","1941587.1587","62","37",,"12.1969207914416","1241840.95295979","0.923664122137405","0.0381679389312977",B,"131","121","5",0.924
"2876","947852","1941587.1587","948314.311091361","1941187.1587","63","37",,"12.5966242822557","546765.739516009","0.733333333333333","0.0666666666666667",B,"15","11","1",0.733
"2877","947852","1941187.1587","948314.311091361","1940787.1587","64","37",,"16.86469851181","155262.789909442",,,,"0","0","0",
"2878","947852","1940787.1587","948314.311091361","1940387.1587","65","37",,"16.0746973849881","638368.974067085","0.962025316455696","0.0126582278481013",B,"158","152","2",0.962
"2880","947852","1939987.1587","948314.311091361","1939587.1587","67","37",,"17.9349866055304","355902.974848556","0.833333333333333","0",B,"12","10","0",0.833
"2881","947852","1939587.1587","948314.311091361","1939187.1587","68","37",,"4.64573747084879","1977485.09300308","0.886075949367089","0.0734177215189873",B,"395","350","29",0.886
"2909","948199","1958987.1587","948660.721252875","1958587.1587","20","38",,"8.67850722215156","1810325.76762711","0.966499162479062","0.0217755443886097",B,"596","576","13",0.966
"2910","948199","1958587.1587","948660.721252875","1958187.1587","21","38",,"6.07859143652149","2203703.36160115","0.858","0.118",B,"498","428","58",0.859
"2911","948199","1958187.1587","948660.721252875","1957787.1587","22","38",,"3.3748974969237","2442619.17622692","0.736453201970443","0.204433497536946",B,"406","299","83",0.736
"2912","948199","1957787.1587","948660.721252875","1957387.1587","23","38",,"1.15569192838658","2257766.34816765","0.901437371663244","0.0841889117043121",B,"487","439","41",0.901
"2913","948199","1957387.1587","948660.721252875","1956987.1587","24","38",,"0.543671416854517","3353271.95756528","0.70383275261324","0.240418118466899",D,"286","201","69",0.703
"2914","948199","1956987.1587","948660.721252875","1956587.1587","25","38",,"0.850154527429343","2541070.9554051","0.819018404907976","0.150306748466258",B,"325","267","48",0.822
"2915","948199","1956587.1587","948660.721252875","1956187.1587","26","38",,"0.0436841976308936","2440674.8698408","0.83743842364532","0.133004926108374",B,"406","340","54",0.837
"2916","948199","1956187.1587","948660.721252875","1955787.1587","27","38",,"0.424898604667141","2485196.59775351","0.801488833746898","0.146401985111663",B,"403","323","59",0.801
"2917","948199","1955787.1587","948660.721252875","1955387.1587","28","38",,"1.12623574062165","2416842.48173505","0.745173745173745","0.127413127413127",B,"256","193","33",0.754
