fid,id,left,top,right,bottom,row_index,col_index,18도 미만 경사 목록_avgDN,2017공시지가_avg_Land_Value,ResidentialArea,LivingfacilityArea,Data(1014최종)_Label,건물총,건물주거,건축근생,ResidentialAread
"4917","957206","1946187.1587","957667.385452233","1945787.1587","52","64",,"2.76914763416151","6358954.75159676","0.453333333333333","0.483333333333333",C,"299","135","145",0.452
"4918","957206","1945787.1587","957667.385452233","1945387.1587","53","64",,"2.45891753811628","4267779.27033515","0.808580858085809","0.165016501650165",C,"303","245","50",0.809
"4919","957206","1945387.1587","957667.385452233","1944987.1587","54","64",,"2.84683454279236","4569299.87579133","0.868020304568528","0.116751269035533",C,"196","170","23",0.867
"4920","957206","1944987.1587","957667.385452233","1944587.1587","55","64",,"2.01138077587093","6212830.37211584","0.6875","0.0625",C,"16","11","1",0.688
"4921","957206","1944587.1587","957667.385452233","1944187.1587","56","64",,"7.1363465792958","9622871.85565021","0.888888888888889","0.0740740740740741",C,"26","23","2",0.885
"4922","957206","1944187.1587","957667.385452233","1943787.1587","57","64",,"2.30816850593523","9269966.22844549","0.388235294117647","0.423529411764706",C,"169","65","72",0.385
"4923","957206","1943787.1587","957667.385452233","1943387.1587","58","64",,"2.82873595661977","5120772.44739066","0.748387096774194","0.187096774193548",C,"155","116","29",0.748
"4924","957206","1943387.1587","957667.385452233","1942987.1587","59","64",,"4.33750505487643","5448937.25210872","0.731517509727626","0.178988326848249",C,"256","187","46",0.730
"4925","957206","1942987.1587","957667.385452233","1942587.1587","60","64",,"3.04626493817318","7973117.60672365","0.379746835443038","0.367088607594937",C,"79","30","29",0.380
"4926","957206","1942587.1587","957667.385452233","1942187.1587","61","64",,"14.6902741414092","969583.521009459","0","0",B,"3","0","0",0.000
"4953","957552","1961987.1587","958013.795613747","1961587.1587","12","65",,"11.6520863843837","420600.824258226","0.980582524271845","0.00970873786407767",B,"103","101","1",0.981
"4954","957552","1961587.1587","958013.795613747","1961187.1587","13","65",,"5.90730678402264","1403962.36535198","0.915730337078652","0.0617977528089888",B,"178","163","11",0.916
"4955","957552","1961187.1587","958013.795613747","1960787.1587","14","65",,"1.72421669675947","1458799.26997251","0.911699779249448","0.0750551876379691",B,"448","408","34",0.911
"4956","957552","1960787.1587","958013.795613747","1960387.1587","15","65",,"0.720546699611813","2123683.26221611","0.73121387283237","0.23121387283237",B,"346","253","80",0.731
"4957","957552","1960387.1587","958013.795613747","1959987.1587","16","65",,"1.11712440655429","2083733.78396834","0.777163904235727","0.198895027624309",B,"542","422","107",0.779
"4958","957552","1959987.1587","958013.795613747","1959587.1587","17","65",,"1.01485826758493","2403055.11022299","0.807775377969762","0.153347732181425",B,"463","374","71",0.808
"4959","957552","1959587.1587","958013.795613747","1959187.1587","18","65",,"1.38196676644915","2745214.89456367","0.716738197424893","0.180257510729614",B,"465","333","84",0.716
"4960","957552","1959187.1587","958013.795613747","1958787.1587","19","65",,"2.44604128222676","2135391.68078475","0.901365705614568","0.08649468892261",B,"656","591","57",0.901
"4961","957552","1958787.1587","958013.795613747","1958387.1587","20","65",,"2.63270070467953","2129865.31684627","0.895927601809955","0.0980392156862745",B,"660","592","64",0.897
"4962","957552","1958387.1587","958013.795613747","1957987.1587","21","65",,"2.55632993429093","1990086.97525971","0.90154711673699","0.0872011251758087",B,"711","641","62",0.902
"4963","957552","1957987.1587","958013.795613747","1957587.1587","22","65",,"2.71962471318058","2800776.53445419","0.76566757493188","0.215258855585831",B,"367","281","79",0.766
"4964","957552","1957587.1587","958013.795613747","1957187.1587","23","65",,"6.82463910208761","2533845.76014413","0.902439024390244","0.0701219512195122",B,"328","296","23",0.902
"4965","957552","1957187.1587","958013.795613747","1956787.1587","24","65",,"7.44743995085486","2737932.22208339","0.847926267281106","0.110599078341014",B,"213","181","23",0.850
"4966","957552","1956787.1587","958013.795613747","1956387.1587","25","65",,"4.87003299084587","2839847.4956596","0.842105263157895","0.12280701754386",B,"151","127","19",0.841
"4967","957552","1956387.1587","958013.795613747","1955987.1587","26","65",,"3.69732130712823","3623829.42866856","0.682795698924731","0.28494623655914",D,"147","99","42",0.673
"4968","957552","1955987.1587","958013.795613747","1955587.1587","27","65",,"7.05103178305256","2386746.80510441","0.818565400843882","0.147679324894515",B,"212","171","33",0.807
"4969","957552","1955587.1587","958013.795613747","1955187.1587","28","65",,"11.487705867583","2288274.17567428","0.827102803738318","0.126168224299065",B,"191","156","25",0.817
"4970","957552","1955187.1587","958013.795613747","1954787.1587","29","65",,"12.7526858688537","2091564.31276352","0.720647773279352","0.202429149797571",B,"217","151","50",0.696
"4971","957552","1954787.1587","958013.795613747","1954387.1587","30","65",,"8.09457869017361","2504710.2111135","0.806100217864924","0.167755991285403",B,"437","350","75",0.801
"4972","957552","1954387.1587","958013.795613747","1953987.1587","31","65",,"4.509655660807","2528709.70373774","0.804384485666105","0.177065767284992",A,"443","346","87",0.781
"4973","957552","1953987.1587","958013.795613747","1953587.1587","32","65",,"4.01734971268432","2632461.26465947","0.757990867579909","0.198630136986301",B,"394","296","80",0.751
"4974","957552","1953587.1587","958013.795613747","1953187.1587","33","65",,"3.09385593064687","2601826.83295349","0.7375","0.227083333333333",B,"398","284","97",0.714
"4975","957552","1953187.1587","958013.795613747","1952787.1587","34","65",,"2.01965971125708","4359527.21774278","0.545722713864307","0.330383480825959",C,"274","139","94",0.507
"4976","957552","1952787.1587","958013.795613747","1952387.1587","35","65",,"2.04476755167866","4888991.14166637","0.387755102040816","0.482993197278912",C,"133","43","71",0.323
"4977","957552","1952387.1587","958013.795613747","1951987.1587","36","65",,"1.01591348743039","3796963.50969571","0.604918032786885","0.336065573770492",C,"501","289","182",0.577
"4978","957552","1951987.1587","958013.795613747","1951587.1587","37","65",,"2.94019676116187","4015605.69537043","0.592771084337349","0.363855421686747",C,"391","232","142",0.593
"4979","957552","1951587.1587","958013.795613747","1951187.1587","38","65",,"8.7564146262224","3438886.85853335","0.861271676300578","0.115606936416185",C,"165","142","20",0.861
"4980","957552","1951187.1587","958013.795613747","1950787.1587","39","65",,"7.15554478734804","1738167.41518228","0.869047619047619","0.0833333333333333",A,"251","219","21",0.873
"4981","957552","1950787.1587","958013.795613747","1950387.1587","40","65",,"8.95296941258841","2675423.00360855","0.806949806949807","0.173745173745174",A,"516","416","90",0.806
"4982","957552","1950387.1587","958013.795613747","1949987.1587","41","65",,"10.2224926526348","2796857.04772963","0.835820895522388","0.148009950248756",B,"800","670","117",0.838
"4983","957552","1949987.1587","958013.795613747","1949587.1587","42","65",,"10.7239727536464","2949776.75601164","0.683274021352313","0.274021352313167",A,"277","192","75",0.693
"4988","957552","1947987.1587","958013.795613747","1947587.1587","47","65",,"1.53116577204688","5180363.06334774","1","0",,"10","10","0",1.000
"4989","957552","1947587.1587","958013.795613747","1947187.1587","48","65",,"0.0978623996209811","9219151.7643567","0.215384615384615","0.676923076923077",C,"64","14","44",0.219
"4990","957552","1947187.1587","958013.795613747","1946787.1587","49","65",,"1.26629499263409","7071499.12167254","0.434426229508197","0.543715846994536",C,"366","159","199",0.434
"4991","957552","1946787.1587","958013.795613747","1946387.1587","50","65",,"3.69050322334117","9387550.03866511","0.236734693877551","0.693877551020408",C,"245","58","170",0.237
"4992","957552","1946387.1587","958013.795613747","1945987.1587","51","65",,"5.52645749769921","6759311.12973573","0.575757575757576","0.333333333333333",C,"165","95","55",0.576
"4993","957552","1945987.1587","958013.795613747","1945587.1587","52","65",,"2.47484113419379","9665084.10077101","0.318627450980392","0.583333333333333",C,"200","64","116",0.320
"4994","957552","1945587.1587","958013.795613747","1945187.1587","53","65",,"1.68214279654688","7712203.41804692","0.591836734693878","0.361516034985423",C,"341","202","123",0.592
"4995","957552","1945187.1587","958013.795613747","1944787.1587","54","65",,"0.743086043655758","12620444.1047143","0.318181818181818","0.472727272727273",C,"109","35","51",0.321
"4996","957552","1944787.1587","958013.795613747","1944387.1587","55","65",,"0.315632291595483","7687018.38892147","0.625","0.075",C,"34","25","3",0.735
"4997","957552","1944387.1587","958013.795613747","1943987.1587","56","65",,"0.504752285076367","7537424.91307372","0.380952380952381","0.0952380952380952",C,"21","8","2",0.381
"4998","957552","1943987.1587","958013.795613747","1943587.1587","57","65",,"2.49723356608742","5254789.70864982","0.581395348837209","0.162790697674419",C,"43","25","7",0.581
"4999","957552","1943587.1587","958013.795613747","1943187.1587","58","65",,"2.64215280222744","4432739.32265272","0.766304347826087","0.168478260869565",C,"180","137","31",0.761
"5000","957552","1943187.1587","958013.795613747","1942787.1587","59","65",,"2.51905056188363","5703748.03129419","0.425925925925926","0.395061728395062",C,"162","69","64",0.426
"5001","957552","1942787.1587","958013.795613747","1942387.1587","60","65",,"10.9025741165782","1611349.8045727","0","0.285714285714286",B,"6","0","2",0.000
"5002","957552","1942387.1587","958013.795613747","1941987.1587","61","65",,"17.5397355548603","517441.1244214","0","0",B,"1","0","0",0.000
"5003","957552","1941987.1587","958013.795613747","1941587.1587","62","65",,"15.7579663944648","1504434.61866572","0.6","0",B,"10","6","0",0.600
"5006","957552","1940787.1587","958013.795613747","1940387.1587","65","65",,"4.30346777585187","2729130.06616297","0","0.166666666666667",B,"5","0","0",0.000
"5028","957898","1962587.1587","958360.205775261","1962187.1587","11","66",,"2.14698785339685","1815317.39166341","0.642857142857143","0.303571428571429",B,"55","35","17",0.636
"5029","957898","1962187.1587","958360.205775261","1961787.1587","12","66",,"8.51919723980213","1303597.88206221","0.608695652173913","0.0869565217391304",B,"23","14","2",0.609
"5030","957898","1961787.1587","958360.205775261","1961387.1587","13","66",,"10.2977074976396","803354.595468884","0.955696202531646","0.0316455696202532",B,"158","151","5",0.956
"5031","957898","1961387.1587","958360.205775261","1960987.1587","14","66",,"2.73326532871569","1767784.99177426","0.743295019157088","0.218390804597701",B,"259","193","57",0.745
"5032","957898","1960987.1587","958360.205775261","1960587.1587","15","66",,"1.98834411663379","1634977.20503814","0.818181818181818","0.15702479338843",B,"362","296","57",0.818
"5033","957898","1960587.1587","958360.205775261","1960187.1587","16","66",,"0.968015682853993","2287210.74100477","0.805466237942122","0.178456591639871",B,"620","500","110",0.806
"5034","957898","1960187.1587","958360.205775261","1959787.1587","17","66",,"0.998788726346825","4837148.93690726","0.451351351351351","0.42972972972973",D,"370","167","159",0.451
"5035","957898","1959787.1587","958360.205775261","1959387.1587","18","66",,"0.83658235722537","2831316.07030809","0.729257641921397","0.183406113537118",B,"458","334","84",0.729
"5036","957898","1959387.1587","958360.205775261","1958987.1587","19","66",,"2.71300531579904","2876514.87462937","0.694444444444444","0.261904761904762",B,"252","175","66",0.694
"5037","957898","1958987.1587","958360.205775261","1958587.1587","20","66",,"2.2492324996157","2858587.71668971","0.75297619047619","0.223214285714286",B,"336","253","75",0.753
"5038","957898","1958587.1587","958360.205775261","1958187.1587","21","66",,"0.215005580379051","2592807.36002731","0.819494584837545","0.15884476534296",B,"554","454","88",0.819
"5039","957898","1958187.1587","958360.205775261","1957787.1587","22","66",,"1.65318517479395","2076867.20798805","0.850194552529183","0.11284046692607",B,"514","437","58",0.850
"5040","957898","1957787.1587","958360.205775261","1957387.1587","23","66",,"2.21892780240597","2148956.82529667","0.908730158730159","0.0846560846560847",B,"755","686","64",0.909
"5041","957898","1957387.1587","958360.205775261","1956987.1587","24","66",,"4.7897380127673","2500777.75084125","0.93371757925072","0.0403458213256484",B,"346","323","14",0.934
"5042","957898","1956987.1587","958360.205775261","1956587.1587","25","66",,"7.32678809095505","2758153.06605453","0.955631399317406","0.0273037542662116",B,"270","259","7",0.959
"5043","957898","1956587.1587","958360.205775261","1956187.1587","26","66",,"4.94902879675991","3083811.40975455","0.753926701570681","0.209424083769634",B,"348","259","76",0.744
"5044","957898","1956187.1587","958360.205775261","1955787.1587","27","66",,"9.82011151100741","2335467.75328531","0.725490196078431","0.176470588235294",B,"50","37","9",0.740
"5045","957898","1955787.1587","958360.205775261","1955387.1587","28","66",,"17.302070885671","839140.744001667","0.926829268292683","0.0731707317073171",A,"41","38","3",0.927
"5046","957898","1955387.1587","958360.205775261","1954987.1587","29","66",,"11.2706787346991","883049.240336189","0.363636363636364","0.181818181818182",B,"11","4","2",0.364
"5050","957898","1953787.1587","958360.205775261","1953387.1587","33","66",,"4.23982050076889","2700398.05608293","0.656050955414013","0.305732484076433",A,"269","165","92",0.613
"5051","957898","1953387.1587","958360.205775261","1952987.1587","34","66",,"1.71657519010661","3698574.24789715","0.466887417218543","0.397350993377483",D,"253","108","105",0.427
"5052","957898","1952987.1587","958360.205775261","1952587.1587","35","66",,"0.534129855384944","3712833.33166453","0.24","0.595555555555556",D,"220","53","134",0.241
"5053","957898","1952587.1587","958360.205775261","1952187.1587","36","66",,"0.972677826489614","3841847.73382819","0.128205128205128","0.564102564102564",C,"38","5","21",0.132
"5054","957898","1952187.1587","958360.205775261","1951787.1587","37","66",,"2.63112602050034","1565627.94386782","0.658536585365854","0.268292682926829",A,"36","24","9",0.667
"5055","957898","1951787.1587","958360.205775261","1951387.1587","38","66",,"12.5963308984619","2629740.09521105","0.914285714285714","0.0666666666666667",A,"194","178","13",0.918
"5056","957898","1951387.1587","958360.205775261","1950987.1587","39","66",,"8.81853277046682","3566359.33452082","0.808219178082192","0.164383561643836",C,"70","56","12",0.800
"5057","957898","1950987.1587","958360.205775261","1950587.1587","40","66",,"8.20856510544074","3292362.70157827","0.839195979899497","0.115577889447236",,"196","164","23",0.837
"5058","957898","1950587.1587","958360.205775261","1950187.1587","41","66",,"10.845984011623","3292518.88528801","0.787234042553192","0.156028368794326",C,"140","110","22",0.786
"5059","957898","1950187.1587","958360.205775261","1949787.1587","42","66",,"9.10029776287161","2989782.74337881","0.725701943844492","0.254859611231102",A,"461","334","118",0.725
"5064","957898","1948187.1587","958360.205775261","1947787.1587","47","66",,"1.29269898789949","9866436.94242677","0.869565217391304","0.0869565217391304",,"23","20","2",0.870
"5065","957898","1947787.1587","958360.205775261","1947387.1587","48","66",,"1.25072451321616","12954104.2850552","0.153846153846154","0.753846153846154",C,"65","10","49",0.154
"5066","957898","1947387.1587","958360.205775261","1946987.1587","49","66",,"0.84954794015317","7635660.46361419","0.4765625","0.45703125",C,"255","122","116",0.478
"5067","957898","1946987.1587","958360.205775261","1946587.1587","50","66",,"4.26838959181038","6751173.45482654","0.474308300395257","0.422924901185771",C,"253","120","107",0.474
"5068","957898","1946587.1587","958360.205775261","1946187.1587","51","66",,"9.12569333436496","4008999.04057348","0.72258064516129","0.206451612903226",C,"155","112","32",0.723
"5069","957898","1946187.1587","958360.205775261","1945787.1587","52","66",,"3.19966239312412","5901645.51627791","0.67741935483871","0.222222222222222",C,"279","189","62",0.677
"5070","957898","1945787.1587","958360.205775261","1945387.1587","53","66",,"2.07694646737722","5028737.52162149","0.708791208791209","0.28021978021978",C,"364","258","102",0.709
"5071","957898","1945387.1587","958360.205775261","1944987.1587","54","66",,"5.09474941055472","10792351.4456472","0.418848167539267","0.476439790575916",C,"191","80","91",0.419
"5072","957898","1944987.1587","958360.205775261","1944587.1587","55","66",,"3.72474918994","17356836.1713819","0.19672131147541","0.655737704918033",C,"181","36","119",0.199
"5073","957898","1944587.1587","958360.205775261","1944187.1587","56","66",,"0.903397646375377","25559476.9228159","0.0816326530612245","0.387755102040816",C,"49","4","19",0.082
"5074","957898","1944187.1587","958360.205775261","1943787.1587","57","66",,"0.768852483234344","11544593.1895509","0.315789473684211","0.184210526315789",C,"37","12","7",0.324
"5075","957898","1943787.1587","958360.205775261","1943387.1587","58","66",,"0.387611982948104","9650428.40738038","0.566666666666667","0.166666666666667",C,"26","17","5",0.654
"5076","957898","1943387.1587","958360.205775261","1942987.1587","59","66",,"2.07275635896571","6339835.27321914","0.574257425742574","0.336633663366337",C,"99","56","34",0.566
"5077","957898","1942987.1587","958360.205775261","1942587.1587","60","66",,"3.43950192657339","2272695.12490859","0.6","0.1",B,"10","6","1",0.600
"5078","957898","1942587.1587","958360.205775261","1942187.1587","61","66",,"13.316921806666","678082.815875522","0.25","0",B,"4","1","0",0.250
"5079","957898","1942187.1587","958360.205775261","1941787.1587","62","66",,"15.2273113122398","346792.325026947","0.333333333333333","0.166666666666667",B,"6","2","1",0.333
"5080","957898","1941787.1587","958360.205775261","1941387.1587","63","66",,"5.18632656843602","3604040.09969744","0.846153846153846","0.0865384615384615",C,"102","86","9",0.843
"5081","957898","1941387.1587","958360.205775261","1940987.1587","64","66",,"6.78494816788709","2336910.98399522","0.712962962962963","0.166666666666667",B,"107","77","18",0.720
"5082","957898","1940987.1587","958360.205775261","1940587.1587","65","66",,"3.19541186809655","3015214.89928923","0","0.4",A,"5","0","2",0.000
"5083","957898","1940587.1587","958360.205775261","1940187.1587","66","66",,"1.37182012122533","2699080.8596141","0","0",A,"2","0","0",0.000
"5101","958245","1963587.1587","958706.615936775","1963187.1587","8","67",,"8.43178039068519","629408.001466685","0.955974842767296","0.0314465408805031",B,"159","152","5",0.956
"5102","958245","1963187.1587","958706.615936775","1962787.1587","9","67",,"6.22762267358719","902342.856624349","0.705882352941177","0.117647058823529",B,"47","35","6",0.745
"5103","958245","1962787.1587","958706.615936775","1962387.1587","10","67",,"1.44668599062656","1999777.77240176","0.535714285714286","0.410714285714286",B,"55","30","22",0.545
"5104","958245","1962387.1587","958706.615936775","1961987.1587","11","67",,"2.18883425672677","1975879.28239267","0.717391304347826","0.195652173913043",B,"45","33","9",0.733
"5105","958245","1961987.1587","958706.615936775","1961587.1587","12","67",,"7.60622787444009","873528.169038396","0.583333333333333","0.25",B,"12","7","3",0.583
"5106","958245","1961587.1587","958706.615936775","1961187.1587","13","67",,"4.90597905630611","1638377.90920711","0.890829694323144","0.074235807860262",B,"227","202","17",0.890
"5107","958245","1961187.1587","958706.615936775","1960787.1587","14","67",,"2.73397555519425","2241904.1404603","0.907142857142857","0.0607142857142857",B,"275","249","17",0.905
"5108","958245","1960787.1587","958706.615936775","1960387.1587","15","67",,"1.36516249697514","1838366.41945967","0.848765432098765","0.123456790123457",B,"324","275","40",0.849
"5109","958245","1960387.1587","958706.615936775","1959987.1587","16","67",,"0.135139641002882","2843863.67061067","0.776923076923077","0.198076923076923",B,"520","404","103",0.777
"5110","958245","1959987.1587","958706.615936775","1959587.1587","17","67",,"0.716597793715258","2174009.93765475","0.833040421792619","0.145869947275923",B,"567","472","83",0.832
"5111","958245","1959587.1587","958706.615936775","1959187.1587","18","67",,"9.73574020117828","848269.621015335","0.915254237288136","0.0621468926553672",B,"177","162","11",0.915
"5112","958245","1959187.1587","958706.615936775","1958787.1587","19","67",,"12.9506290375523","722891.983475256","0.909090909090909","0",B,"66","60","0",0.909
"5113","958245","1958787.1587","958706.615936775","1958387.1587","20","67",,"9.22987840833014","1952345.0538205","0.900763358778626","0.0534351145038168",B,"261","235","14",0.900
"5114","958245","1958387.1587","958706.615936775","1957987.1587","21","67",,"3.00043519930173","2528146.97123407","0.810924369747899","0.149159663865546",B,"476","386","71",0.811
"5115","958245","1957987.1587","958706.615936775","1957587.1587","22","67",,"0.705889167796355","2859898.32641126","0.806981519507187","0.149897330595483",B,"484","392","73",0.810
"5116","958245","1957587.1587","958706.615936775","1957187.1587","23","67",,"0.0052833612039554","4575475.952021","0.684684684684685","0.273273273273273",D,"330","228","89",0.691
"5117","958245","1957187.1587","958706.615936775","1956787.1587","24","67",,"1.74542889155686","5028978.92495418","0.598484848484849","0.314393939393939",D,"250","152","76",0.608
"5118","958245","1956787.1587","958706.615936775","1956387.1587","25","67",,"2.06367970661841","4010183.37722572","0.637305699481865","0.269430051813472",D,"175","110","48",0.629
"5119","958245","1956387.1587","958706.615936775","1955987.1587","26","67",,"2.62015793440535","2881558.49682765","0.78714859437751","0.196787148594378",B,"231","180","47",0.779
"5120","958245","1955987.1587","958706.615936775","1955587.1587","27","67",,"11.1823183532844","2495646.47473252","0.944055944055944","0.020979020979021",A,"142","134","3",0.944
"5121","958245","1955587.1587","958706.615936775","1955187.1587","28","67",,"15.4085422005719","1192417.14079377","0.931034482758621","0.0517241379310345",A,"116","108","6",0.931
"5122","958245","1955187.1587","958706.615936775","1954787.1587","29","67",,"16.2972754598465","603475.795844235","0.2","0",B,"5","1","0",0.200
"5125","958245","1953987.1587","958706.615936775","1953587.1587","32","67",,"1.32501175881929","3030021.37050813","0.378854625550661","0.555066079295154",B,"212","80","118",0.377
"5126","958245","1953587.1587","958706.615936775","1953187.1587","33","67",,"1.23403533047984","2873042.59272935","0.68445475638051","0.273781902552204",B,"382","253","111",0.662
"5127","958245","1953187.1587","958706.615936775","1952787.1587","34","67",,"0.449666029933518","2629004.86985923","0.480122324159021","0.422018348623853",B,"314","153","137",0.487
"5128","958245","1952787.1587","958706.615936775","1952387.1587","35","67",,"0.962489012934515","2756214.55385911","0.543661971830986","0.405633802816901",A,"327","176","133",0.538
"5129","958245","1952387.1587","958706.615936775","1951987.1587","36","67",,"2.84841558178377","3455662.8849154","0.597560975609756","0.378048780487805",C,"164","98","62",0.598
"5130","958245","1951987.1587","958706.615936775","1951587.1587","37","67",,"4.15242912961662","2866086.75401985","0.632","0.32",A,"372","235","119",0.632
"5131","958245","1951587.1587","958706.615936775","1951187.1587","38","67",,"6.88340332673844","2831329.74304296","0.863213811420983","0.120849933598938",A,"747","644","91",0.862
"5132","958245","1951187.1587","958706.615936775","1950787.1587","39","67",,"7.91783611079064","3670548.97154963","0.662790697674419","0.296511627906977",C,"172","114","51",0.663
"5133","958245","1950787.1587","958706.615936775","1950387.1587","40","67",,"17.5628599432678","1316448.70108866","0.968051118210863","0.00319488817891374",A,"313","303","1",0.968
"5134","958245","1950387.1587","958706.615936775","1949987.1587","41","67",,"14.9287214326009","2521892.87846973","0.878048780487805","0.0975609756097561",A,"164","144","16",0.878
"5135","958245","1949987.1587","958706.615936775","1949587.1587","42","67",,"14.8604136158871","340694.631665522","0","0.5",B,"8","0","4",0.000
"5139","958245","1948387.1587","958706.615936775","1947987.1587","46","67",,"0.0870891441141085","10527264.7150879","0.666666666666667","0.133333333333333",,"30","20","4",0.667
"5140","958245","1947987.1587","958706.615936775","1947587.1587","47","67",,"0.7146065344243","11225862.0074309","0.214285714285714","0.571428571428571",C,"56","12","32",0.214
"5141","958245","1947587.1587","958706.615936775","1947187.1587","48","67",,"0.488772691858522","8183098.76811457","0.366279069767442","0.505813953488372",C,"172","63","87",0.366
"5142","958245","1947187.1587","958706.615936775","1946787.1587","49","67",,"2.41231377726661","7991550.51084639","0.368421052631579","0.473684210526316",C,"228","84","108",0.368
"5143","958245","1946787.1587","958706.615936775","1946387.1587","50","67",,"3.47227005766585","5534779.70647845","0.46843853820598","0.481727574750831",C,"301","141","145",0.468
"5144","958245","1946387.1587","958706.615936775","1945987.1587","51","67",,"2.9067831583881","7612227.71012908","0.244444444444444","0.533333333333333",C,"179","44","95",0.246
"5145","958245","1945987.1587","958706.615936775","1945587.1587","52","67",,"6.33125613528681","4865718.22935001","0.837209302325581","0.13953488372093",C,"344","288","48",0.837
"5146","958245","1945587.1587","958706.615936775","1945187.1587","53","67",,"6.95694194453066","6770951.39706152","0.734177215189873","0.177215189873418",C,"236","174","42",0.737
"5147","958245","1945187.1587","958706.615936775","1944787.1587","54","67",,"7.45269433591519","3892107.49850409","0.705882352941177","0.253393665158371",C,"221","156","56",0.706
"5148","958245","1944787.1587","958706.615936775","1944387.1587","55","67",,"5.29352075153205","15761192.1433879","0.175925925925926","0.361111111111111",C,"108","19","39",0.176
"5149","958245","1944387.1587","958706.615936775","1943987.1587","56","67",,"1.42897915942799","16063924.8530685","0.233333333333333","0.42",C,"150","35","63",0.233
"5150","958245","1943987.1587","958706.615936775","1943587.1587","57","67",,"0.575306828810475","16757607.4786854","0.0886075949367089","0.20253164556962",C,"79","7","16",0.089
"5151","958245","1943587.1587","958706.615936775","1943187.1587","58","67",,"0.58728822874599","10035680.2972543","0.31404958677686","0.446280991735537",C,"115","38","54",0.330
"5152","958245","1943187.1587","958706.615936775","1942787.1587","59","67",,"1.68061493020969","8167984.26936187","0.357142857142857","0.422077922077922",C,"151","52","65",0.344
"5153","958245","1942787.1587","958706.615936775","1942387.1587","60","67",,"12.9993344606222","4414770.45176115","0","0",,"4","0","0",0.000
"5154","958245","1942387.1587","958706.615936775","1941987.1587","61","67",,"13.9693966722022","1433539.54580131","0.8","0",A,"5","4","0",0.800
"5155","958245","1941987.1587","958706.615936775","1941587.1587","62","67",,"6.01981593469822","3252781.4753147","0.625","0.1875",,"16","10","3",0.625
"5156","958245","1941587.1587","958706.615936775","1941187.1587","63","67",,"4.94707643443481","1612528.07389512","0","0.333333333333333",B,"3","0","1",0.000
"5157","958245","1941187.1587","958706.615936775","1940787.1587","64","67",,"2.30244004713411","1407052.70144218","0","1",B,"1","0","1",0.000
"5178","958591","1963387.1587","959053.026098288","1962987.1587","9","68",,"1.7500453472482","1802547.27184311","0.791962174940898","0.198581560283688",B,"423","335","84",0.792
"5179","958591","1962987.1587","959053.026098288","1962587.1587","10","68",,"0.937751147817437","2074432.36633733","0.743494423791822","0.211895910780669",B,"269","200","57",0.743
"5180","958591","1962587.1587","959053.026098288","1962187.1587","11","68",,"1.71915727455031","2000881.95761679","0.60655737704918","0.344262295081967",B,"58","34","21",0.586
"5181","958591","1962187.1587","959053.026098288","1961787.1587","12","68",,"2.27867528446289","1838885.38823495","0.727272727272727","0.242424242424242",B,"32","24","7",0.750
"5182","958591","1961787.1587","959053.026098288","1961387.1587","13","68",,"6.01748968423978","1343735.05568491","0.942249240121581","0.027355623100304",B,"329","310","9",0.942
"5183","958591","1961387.1587","959053.026098288","1960987.1587","14","68",,"2.53413158511951","2381273.26412863","0.833644859813084","0.153271028037383",B,"535","446","82",0.834
"5184","958591","1960987.1587","959053.026098288","1960587.1587","15","68",,"1.11751032446504","2856763.07530568","0.635983263598326","0.255230125523013",B,"239","152","61",0.636
"5185","958591","1960587.1587","959053.026098288","1960187.1587","16","68",,"0.838877981539601","2151995.62716343","0.816666666666667","0.127777777777778",B,"180","147","23",0.817
"5186","958591","1960187.1587","959053.026098288","1959787.1587","17","68",,"1.22960888896471","1681617.24060284","0.922290388548057","0.0593047034764826",B,"489","451","29",0.922
"5187","958591","1959787.1587","959053.026098288","1959387.1587","18","68",,"1.51252640916903","1895925.51150542","0.77992277992278","0.158301158301158",B,"258","201","41",0.779
"5188","958591","1959387.1587","959053.026098288","1958987.1587","19","68",,"11.9840629879391","415182.316410659","0.926829268292683","0.0487804878048781",B,"40","38","2",0.950
"5189","958591","1958987.1587","959053.026098288","1958587.1587","20","68",,"11.0335328024736","671028.289560233","0.978723404255319","0.0106382978723404",B,"282","276","3",0.979
"5190","958591","1958587.1587","959053.026098288","1958187.1587","21","68",,"10.8042371875826","835992.223121894","0.927927927927928","0.0585585585585586",B,"222","206","13",0.928
"5191","958591","1958187.1587","959053.026098288","1957787.1587","22","68",,"12.3111079050578","1090545.48241057","0.97887323943662","0.00938967136150235",A,"425","416","4",0.979
"5192","958591","1957787.1587","959053.026098288","1957387.1587","23","68",,"6.13082942625134","2018234.99433015","0.922268907563025","0.0504201680672269",A,"476","439","24",0.922
"5193","958591","1957387.1587","959053.026098288","1956987.1587","24","68",,"1.44058448503983","2305843.34734554","0.791105121293801","0.184636118598383",B,"741","587","136",0.792
"5194","958591","1956987.1587","959053.026098288","1956587.1587","25","68",,"0.396362253216148","2702463.6863354","0.794444444444444","0.175925925925926",B,"537","427","94",0.795
"5195","958591","1956587.1587","959053.026098288","1956187.1587","26","68",,"0.0010172767376592","2591964.19100309","0.791479820627803","0.170403587443946",B,"431","342","72",0.794
"5196","958591","1956187.1587","959053.026098288","1955787.1587","27","68",,"2.44213739193134","2702774.93175197","0.56043956043956","0.324175824175824",B,"177","100","56",0.565
