fid,2017공시지가_avg_Land_Value,2017공시지가_avg_Land_Value_2
2485,2202142.89777967,3306311.75373031
2484,3024503.71913371,3306311.75373031
2560,3306311.75373031,2133159.4324204
2562,2401314.8193725,2133159.4324204
2486,1192319.36425724,2133159.4324204
2485,2202142.89777967,2133159.4324204
2561,2133159.4324204,2401314.8193725
2563,2464335.73723577,2401314.8193725
2487,1842407.38553836,2401314.8193725
2486,1192319.36425724,2401314.8193725
2562,2401314.8193725,2464335.73723577
2564,2499578.85802373,2464335.73723577
2488,2053028.80896309,2464335.73723577
2487,1842407.38553836,2464335.73723577
2563,2464335.73723577,2499578.85802373
2565,2584928.03630917,2499578.85802373
2488,2053028.80896309,2499578.85802373
2489,2875473.3486054,2499578.85802373
2564,2499578.85802373,2584928.03630917
2566,2162153.30333748,2584928.03630917
2489,2875473.3486054,2584928.03630917
2490,2458601.21019372,2584928.03630917
2565,2584928.03630917,2162153.30333748
2567,2109311.54099511,2162153.30333748
2490,2458601.21019372,2162153.30333748
2491,2989368.67775879,2162153.30333748
2566,2162153.30333748,2109311.54099511
2568,3774446.57094895,2109311.54099511
2491,2989368.67775879,2109311.54099511
2492,3306002.82371928,2109311.54099511
2567,2109311.54099511,3774446.57094895
2569,3168910.31725675,3774446.57094895
2492,3306002.82371928,3774446.57094895
2493,3465561.05284787,3774446.57094895
2568,3774446.57094895,3168910.31725675
2570,2112146.69875329,3168910.31725675
2493,3465561.05284787,3168910.31725675
2494,2673739.7029731,3168910.31725675
2569,3168910.31725675,2112146.69875329
2571,2619948.10438363,2112146.69875329
2494,2673739.7029731,2112146.69875329
2495,2405566.49175406,2112146.69875329
2570,2112146.69875329,2619948.10438363
2572,3551753.85788732,2619948.10438363
2495,2405566.49175406,2619948.10438363
2496,2345090.47147153,2619948.10438363
2571,2619948.10438363,3551753.85788732
2573,3433155.23620554,3551753.85788732
2496,2345090.47147153,3551753.85788732
2497,2305242.2779962,3551753.85788732
2572,3551753.85788732,3433155.23620554
2574,2497498.33756758,3433155.23620554
2497,2305242.2779962,3433155.23620554
2498,2168573.49513316,3433155.23620554
2573,3433155.23620554,2497498.33756758
2575,2521523.33461938,2497498.33756758
2498,2168573.49513316,2497498.33756758
2499,1503627.38301536,2497498.33756758
2574,2497498.33756758,2521523.33461938
2576,2919426.70805254,2521523.33461938
2499,1503627.38301536,2521523.33461938
2500,760039.198842603,2521523.33461938
2575,2521523.33461938,2919426.70805254
2577,1917224.92755488,2919426.70805254
2500,760039.198842603,2919426.70805254
2501,757938.584841098,2919426.70805254
2576,2919426.70805254,1917224.92755488
2501,757938.584841098,1917224.92755488
2618,2802496.10969764,1094654.04916257
2693,2156126.72901464,1094654.04916257
2692,590592.962321735,1094654.04916257
2619,2385869.8537916,2802496.10969764
2617,1094654.04916257,2802496.10969764
2693,2156126.72901464,2802496.10969764
2694,1982580.25902,2802496.10969764
2620,2294293.69536737,2385869.8537916
2618,2802496.10969764,2385869.8537916
2694,1982580.25902,2385869.8537916
2695,2012370.79605106,2385869.8537916
2619,2385869.8537916,2294293.69536737
2695,2012370.79605106,2294293.69536737
2696,3650365.47186605,2294293.69536737
2621,2785234.46519294,2294293.69536737
2620,2294293.69536737,2785234.46519294
2696,3650365.47186605,2785234.46519294
2622,2559608.78878613,2785234.46519294
2697,3421913.03493655,2785234.46519294
2623,1718040.15515286,2559608.78878613
2621,2785234.46519294,2559608.78878613
2697,3421913.03493655,2559608.78878613
2698,2594701.39311196,2559608.78878613
2624,3089868.33608984,1718040.15515286
2622,2559608.78878613,1718040.15515286
2698,2594701.39311196,1718040.15515286
2699,3430632.18779205,1718040.15515286
2625,2777926.47320712,3089868.33608984
2623,1718040.15515286,3089868.33608984
2699,3430632.18779205,3089868.33608984
2700,3313674.7814745,3089868.33608984
2624,3089868.33608984,2777926.47320712
2700,3313674.7814745,2777926.47320712
2701,3209681.32926724,2777926.47320712
2631,4002106.54264281,1955448.99187146
2706,1636002.53965784,1955448.99187146
2632,3346118.88636951,4002106.54264281
2630,1955448.99187146,4002106.54264281
2706,1636002.53965784,4002106.54264281
2707,3728200.55034524,4002106.54264281
2633,3896775.82585158,3346118.88636951
2631,4002106.54264281,3346118.88636951
2707,3728200.55034524,3346118.88636951
2708,3555666.17915673,3346118.88636951
2634,3148593.05404448,3896775.82585158
2632,3346118.88636951,3896775.82585158
2708,3555666.17915673,3896775.82585158
2709,3572572.38803138,3896775.82585158
2635,3721849.66703875,3148593.05404448
2633,3896775.82585158,3148593.05404448
2709,3572572.38803138,3148593.05404448
2710,6003165.70927733,3148593.05404448
2636,3655968.48243894,3721849.66703875
2634,3148593.05404448,3721849.66703875
2710,6003165.70927733,3721849.66703875
2711,9008699.13678772,3721849.66703875
2637,2853900.40355731,3655968.48243894
2635,3721849.66703875,3655968.48243894
2711,9008699.13678772,3655968.48243894
2712,2522617.23973153,3655968.48243894
2638,2476402.19676327,2853900.40355731
2636,3655968.48243894,2853900.40355731
2712,2522617.23973153,2853900.40355731
2713,2384661.10506709,2853900.40355731
2639,2856546.576666,2476402.19676327
2637,2853900.40355731,2476402.19676327
2713,2384661.10506709,2476402.19676327
2714,2985014.31800911,2476402.19676327
2640,1996780.84446902,2856546.576666
2638,2476402.19676327,2856546.576666
2714,2985014.31800911,2856546.576666
2715,2532905.70022192,2856546.576666
2641,2383775.38777232,1996780.84446902
2639,2856546.576666,1996780.84446902
2715,2532905.70022192,1996780.84446902
2716,1911188.0977938,1996780.84446902
2642,2514897.07546825,2383775.38777232
2640,1996780.84446902,2383775.38777232
2716,1911188.0977938,2383775.38777232
2717,2451246.06075691,2383775.38777232
2643,2066942.54321251,2514897.07546825
2641,2383775.38777232,2514897.07546825
2717,2451246.06075691,2514897.07546825
2718,2187377.24194818,2514897.07546825
2642,2514897.07546825,2066942.54321251
2644,2357478.6534255,2066942.54321251
2718,2187377.24194818,2066942.54321251
2719,3575231.17232923,2066942.54321251
2643,2066942.54321251,2357478.6534255
2645,4222592.84842947,2357478.6534255
2719,3575231.17232923,2357478.6534255
2720,2815699.90386243,2357478.6534255
2644,2357478.6534255,4222592.84842947
2646,2453385.92792927,4222592.84842947
2720,2815699.90386243,4222592.84842947
2721,3178185.28770569,4222592.84842947
2645,4222592.84842947,2453385.92792927
2647,2314618.60821773,2453385.92792927
2721,3178185.28770569,2453385.92792927
2722,2295072.18218004,2453385.92792927
2646,2453385.92792927,2314618.60821773
2648,2426944.66460728,2314618.60821773
2722,2295072.18218004,2314618.60821773
2723,1492261.87564873,2314618.60821773
2647,2314618.60821773,2426944.66460728
2649,2196832.53711557,2426944.66460728
2723,1492261.87564873,2426944.66460728
2724,1651933.52396464,2426944.66460728
2648,2426944.66460728,2196832.53711557
2650,2042137.37159524,2196832.53711557
2724,1651933.52396464,2196832.53711557
2725,1701964.32170511,2196832.53711557
2649,2196832.53711557,2042137.37159524
2651,1809866.64797686,2042137.37159524
2725,1701964.32170511,2042137.37159524
2726,1901094.90259648,2042137.37159524
2650,2042137.37159524,1809866.64797686
2652,2111831.98437091,1809866.64797686
2726,1901094.90259648,1809866.64797686
2727,1986403.63735965,1809866.64797686
2651,1809866.64797686,2111831.98437091
2653,3738559.41256827,2111831.98437091
2727,1986403.63735965,2111831.98437091
2728,1956707.41698489,2111831.98437091
2652,2111831.98437091,3738559.41256827
2654,3093129.13267516,3738559.41256827
2728,1956707.41698489,3738559.41256827
2729,2204886.67544695,3738559.41256827
2653,3738559.41256827,3093129.13267516
2655,2580616.76031323,3093129.13267516
2729,2204886.67544695,3093129.13267516
2730,2052179.96718175,3093129.13267516
2654,3093129.13267516,2580616.76031323
2656,2492791.14907685,2580616.76031323
2730,2052179.96718175,2580616.76031323
2731,2010745.32891243,2580616.76031323
2655,2580616.76031323,2492791.14907685
2657,1323662.94410153,2492791.14907685
2731,2010745.32891243,2492791.14907685
2732,2230955.65088785,2492791.14907685
2656,2492791.14907685,1323662.94410153
2732,2230955.65088785,1323662.94410153
2692,590592.962321735,671396.156785755
2617,1094654.04916257,590592.962321735
2693,2156126.72901464,590592.962321735
2691,671396.156785755,590592.962321735
2618,2802496.10969764,2156126.72901464
2617,1094654.04916257,2156126.72901464
2694,1982580.25902,2156126.72901464
2692,590592.962321735,2156126.72901464
2619,2385869.8537916,1982580.25902
2618,2802496.10969764,1982580.25902
2693,2156126.72901464,1982580.25902
2695,2012370.79605106,1982580.25902
2620,2294293.69536737,2012370.79605106
2619,2385869.8537916,2012370.79605106
2694,1982580.25902,2012370.79605106
2696,3650365.47186605,2012370.79605106
2620,2294293.69536737,3650365.47186605
2695,2012370.79605106,3650365.47186605
2621,2785234.46519294,3650365.47186605
2697,3421913.03493655,3650365.47186605
2696,3650365.47186605,3421913.03493655
2622,2559608.78878613,3421913.03493655
2621,2785234.46519294,3421913.03493655
2698,2594701.39311196,3421913.03493655
2623,1718040.15515286,2594701.39311196
2622,2559608.78878613,2594701.39311196
2697,3421913.03493655,2594701.39311196
2699,3430632.18779205,2594701.39311196
2624,3089868.33608984,3430632.18779205
2623,1718040.15515286,3430632.18779205
2698,2594701.39311196,3430632.18779205
2700,3313674.7814745,3430632.18779205
2625,2777926.47320712,3313674.7814745
2624,3089868.33608984,3313674.7814745
2699,3430632.18779205,3313674.7814745
2701,3209681.32926724,3313674.7814745
2625,2777926.47320712,3209681.32926724
2700,3313674.7814745,3209681.32926724
2631,4002106.54264281,1636002.53965784
2630,1955448.99187146,1636002.53965784
2707,3728200.55034524,1636002.53965784
2632,3346118.88636951,3728200.55034524
2631,4002106.54264281,3728200.55034524
2706,1636002.53965784,3728200.55034524
2708,3555666.17915673,3728200.55034524
2633,3896775.82585158,3555666.17915673
2632,3346118.88636951,3555666.17915673
2707,3728200.55034524,3555666.17915673
2709,3572572.38803138,3555666.17915673
2634,3148593.05404448,3572572.38803138
2633,3896775.82585158,3572572.38803138
2708,3555666.17915673,3572572.38803138
2710,6003165.70927733,3572572.38803138
2635,3721849.66703875,6003165.70927733
2634,3148593.05404448,6003165.70927733
2709,3572572.38803138,6003165.70927733
2711,9008699.13678772,6003165.70927733
2636,3655968.48243894,9008699.13678772
2635,3721849.66703875,9008699.13678772
2710,6003165.70927733,9008699.13678772
2712,2522617.23973153,9008699.13678772
2637,2853900.40355731,2522617.23973153
2636,3655968.48243894,2522617.23973153
2711,9008699.13678772,2522617.23973153
2713,2384661.10506709,2522617.23973153
2638,2476402.19676327,2384661.10506709
2637,2853900.40355731,2384661.10506709
2712,2522617.23973153,2384661.10506709
2714,2985014.31800911,2384661.10506709
2639,2856546.576666,2985014.31800911
2638,2476402.19676327,2985014.31800911
2713,2384661.10506709,2985014.31800911
2715,2532905.70022192,2985014.31800911
2640,1996780.84446902,2532905.70022192
2639,2856546.576666,2532905.70022192
2714,2985014.31800911,2532905.70022192
2716,1911188.0977938,2532905.70022192
2641,2383775.38777232,1911188.0977938
2640,1996780.84446902,1911188.0977938
2715,2532905.70022192,1911188.0977938
2717,2451246.06075691,1911188.0977938
2642,2514897.07546825,2451246.06075691
2641,2383775.38777232,2451246.06075691
2716,1911188.0977938,2451246.06075691
2718,2187377.24194818,2451246.06075691
2643,2066942.54321251,2187377.24194818
2642,2514897.07546825,2187377.24194818
2717,2451246.06075691,2187377.24194818
2719,3575231.17232923,2187377.24194818
2643,2066942.54321251,3575231.17232923
2644,2357478.6534255,3575231.17232923
2718,2187377.24194818,3575231.17232923
2720,2815699.90386243,3575231.17232923
2644,2357478.6534255,2815699.90386243
2645,4222592.84842947,2815699.90386243
2719,3575231.17232923,2815699.90386243
2721,3178185.28770569,2815699.90386243
2645,4222592.84842947,3178185.28770569
2646,2453385.92792927,3178185.28770569
2720,2815699.90386243,3178185.28770569
2722,2295072.18218004,3178185.28770569
2646,2453385.92792927,2295072.18218004
2647,2314618.60821773,2295072.18218004
2721,3178185.28770569,2295072.18218004
2723,1492261.87564873,2295072.18218004
2647,2314618.60821773,1492261.87564873
2648,2426944.66460728,1492261.87564873
2722,2295072.18218004,1492261.87564873
2724,1651933.52396464,1492261.87564873
2648,2426944.66460728,1651933.52396464
2649,2196832.53711557,1651933.52396464
2723,1492261.87564873,1651933.52396464
2725,1701964.32170511,1651933.52396464
2649,2196832.53711557,1701964.32170511
2650,2042137.37159524,1701964.32170511
2724,1651933.52396464,1701964.32170511
2726,1901094.90259648,1701964.32170511
2650,2042137.37159524,1901094.90259648
2651,1809866.64797686,1901094.90259648
2725,1701964.32170511,1901094.90259648
2727,1986403.63735965,1901094.90259648
2651,1809866.64797686,1986403.63735965
2652,2111831.98437091,1986403.63735965
2726,1901094.90259648,1986403.63735965
2728,1956707.41698489,1986403.63735965
2652,2111831.98437091,1956707.41698489
2653,3738559.41256827,1956707.41698489
2727,1986403.63735965,1956707.41698489
2729,2204886.67544695,1956707.41698489
2653,3738559.41256827,2204886.67544695
2654,3093129.13267516,2204886.67544695
2728,1956707.41698489,2204886.67544695
2730,2052179.96718175,2204886.67544695
2654,3093129.13267516,2052179.96718175
2655,2580616.76031323,2052179.96718175
2729,2204886.67544695,2052179.96718175
2731,2010745.32891243,2052179.96718175
2655,2580616.76031323,2010745.32891243
2656,2492791.14907685,2010745.32891243
2730,2052179.96718175,2010745.32891243
2732,2230955.65088785,2010745.32891243
2656,2492791.14907685,2230955.65088785
2657,1323662.94410153,2230955.65088785
2731,2010745.32891243,2230955.65088785
2835,1941282.71814432,1961378.03395716
2836,2497752.95345948,1961378.03395716
2761,1600285.06868383,1961378.03395716
2837,2130503.28829195,1600285.06868383
2836,2497752.95345948,1600285.06868383
2760,1961378.03395716,1600285.06868383
2762,1328434.72635305,1600285.06868383
2838,2193271.15188672,1328434.72635305
2837,2130503.28829195,1328434.72635305
2763,1828369.13926683,1328434.72635305
2761,1600285.06868383,1328434.72635305
2839,2295760.48794287,1828369.13926683
2838,2193271.15188672,1828369.13926683
2764,2140894.3353576,1828369.13926683
2762,1328434.72635305,1828369.13926683
2840,2295700.04971635,2140894.3353576
2839,2295760.48794287,2140894.3353576
2765,2511006.76202261,2140894.3353576
2763,1828369.13926683,2140894.3353576
2841,2228019.06816643,2511006.76202261
2840,2295700.04971635,2511006.76202261
2766,1890789.61906776,2511006.76202261
2764,2140894.3353576,2511006.76202261
2842,1388580.46529821,1890789.61906776
2841,2228019.06816643,1890789.61906776
2767,1833567.17349799,1890789.61906776
2765,2511006.76202261,1890789.61906776
2843,2218319.38681805,1833567.17349799
2842,1388580.46529821,1833567.17349799
2768,1706532.0169465,1833567.17349799
2766,1890789.61906776,1833567.17349799
2844,1959284.19793343,1706532.0169465
2843,2218319.38681805,1706532.0169465
2769,2340587.72638328,1706532.0169465
2767,1833567.17349799,1706532.0169465
2845,2560570.8496059,2340587.72638328
2844,1959284.19793343,2340587.72638328
2770,1861197.22027549,2340587.72638328
2768,1706532.0169465,2340587.72638328
2846,2660347.420648,1861197.22027549
2845,2560570.8496059,1861197.22027549
2771,2871276.49699052,1861197.22027549
2769,2340587.72638328,1861197.22027549
2847,3045937.59530963,2871276.49699052
2846,2660347.420648,2871276.49699052
2772,2657006.92492054,2871276.49699052
2770,1861197.22027549,2871276.49699052
2848,2709422.70179908,2657006.92492054
2847,3045937.59530963,2657006.92492054
2773,2803200.29698188,2657006.92492054
2771,2871276.49699052,2657006.92492054
2849,2772365.19981524,2803200.29698188
2848,2709422.70179908,2803200.29698188
2774,2065434.05592607,2803200.29698188
2772,2657006.92492054,2803200.29698188
2850,2677653.98598455,2065434.05592607
2849,2772365.19981524,2065434.05592607
2775,2427651.03735129,2065434.05592607
2773,2803200.29698188,2065434.05592607
2851,2005871.08166883,2427651.03735129
2850,2677653.98598455,2427651.03735129
2776,3738752.53514498,2427651.03735129
2774,2065434.05592607,2427651.03735129
2777,3400112.33954963,3738752.53514498
2852,3591539.00052908,3738752.53514498
2851,2005871.08166883,3738752.53514498
2775,2427651.03735129,3738752.53514498
2778,3506817.91371214,3400112.33954963
2853,4240495.85750563,3400112.33954963
2852,3591539.00052908,3400112.33954963
2776,3738752.53514498,3400112.33954963
2779,1462973.67616502,3506817.91371214
2777,3400112.33954963,3506817.91371214
2854,6397180.69085893,3506817.91371214
2853,4240495.85750563,3506817.91371214
2778,3506817.91371214,1462973.67616502
2855,2610333.64438726,1462973.67616502
2854,6397180.69085893,1462973.67616502
2785,2834664.33369857,2374458.31176268
2860,2860123.19008146,2374458.31176268
2859,6021808.74256559,2374458.31176268
2786,3984070.79461463,2834664.33369857
2784,2374458.31176268,2834664.33369857
2861,1309560.70472242,2834664.33369857
2860,2860123.19008146,2834664.33369857
2787,6407610.70673109,3984070.79461463
2785,2834664.33369857,3984070.79461463
2862,2752817.91429003,3984070.79461463
2861,1309560.70472242,3984070.79461463
2788,3152803.06204856,6407610.70673109
2786,3984070.79461463,6407610.70673109
2863,2531708.45857457,6407610.70673109
2862,2752817.91429003,6407610.70673109
2789,2186796.94961151,3152803.06204856
2787,6407610.70673109,3152803.06204856
2864,2449015.53513338,3152803.06204856
2863,2531708.45857457,3152803.06204856
2790,3017677.16559036,2186796.94961151
2788,3152803.06204856,2186796.94961151
2865,2899830.95580523,2186796.94961151
2864,2449015.53513338,2186796.94961151
2791,3543316.5757577,3017677.16559036
2789,2186796.94961151,3017677.16559036
2866,3108302.08474076,3017677.16559036
2865,2899830.95580523,3017677.16559036
2792,3173379.26713939,3543316.5757577
2790,3017677.16559036,3543316.5757577
2867,3112649.18346613,3543316.5757577
2866,3108302.08474076,3543316.5757577
2793,2793738.05057092,3173379.26713939
2791,3543316.5757577,3173379.26713939
2867,3112649.18346613,3173379.26713939
2868,2943673.36651613,3173379.26713939
2794,3147871.59723105,2793738.05057092
2792,3173379.26713939,2793738.05057092
2869,3490077.91950957,2793738.05057092
2868,2943673.36651613,2793738.05057092
2795,3393538.91565527,3147871.59723105
2793,2793738.05057092,3147871.59723105
2870,2754616.42236338,3147871.59723105
2869,3490077.91950957,3147871.59723105
2796,2370387.66705286,3393538.91565527
2794,3147871.59723105,3393538.91565527
2871,2122765.96489129,3393538.91565527
2870,2754616.42236338,3393538.91565527
2797,2955323.06307714,2370387.66705286
2795,3393538.91565527,2370387.66705286
2872,3046724.79565377,2370387.66705286
2871,2122765.96489129,2370387.66705286
2798,2984893.76298489,2955323.06307714
2796,2370387.66705286,2955323.06307714
2873,3639130.8713834,2955323.06307714
2872,3046724.79565377,2955323.06307714
2799,1267964.49958808,2984893.76298489
2797,2955323.06307714,2984893.76298489
2874,2791699.36989329,2984893.76298489
2873,3639130.8713834,2984893.76298489
2800,414042.044449479,1267964.49958808
2798,2984893.76298489,1267964.49958808
2875,1241840.95295979,1267964.49958808
2874,2791699.36989329,1267964.49958808
2801,369505.246667649,414042.044449479
2799,1267964.49958808,414042.044449479
2876,546765.739516009,414042.044449479
2875,1241840.95295979,414042.044449479
2802,737968.313500715,369505.246667649
2800,414042.044449479,369505.246667649
2877,155262.789909442,369505.246667649
2876,546765.739516009,369505.246667649
2803,1558523.86893488,737968.313500715
2801,369505.246667649,737968.313500715
2878,638368.974067085,737968.313500715
2877,155262.789909442,737968.313500715
2804,602001.455539299,1558523.86893488
2802,737968.313500715,1558523.86893488
2878,638368.974067085,1558523.86893488
2805,1609574.40254673,602001.455539299
2803,1558523.86893488,602001.455539299
2880,355902.974848556,602001.455539299
2806,2399014.84755573,1609574.40254673
2804,602001.455539299,1609574.40254673
2881,1977485.09300308,1609574.40254673
2880,355902.974848556,1609574.40254673
2805,1609574.40254673,2399014.84755573
2881,1977485.09300308,2399014.84755573
2835,1941282.71814432,1389618.93057804
2834,1389618.93057804,1941282.71814432
2836,2497752.95345948,1941282.71814432
2760,1961378.03395716,1941282.71814432
2835,1941282.71814432,2497752.95345948
2837,2130503.28829195,2497752.95345948
2760,1961378.03395716,2497752.95345948
2761,1600285.06868383,2497752.95345948
2838,2193271.15188672,2130503.28829195
2836,2497752.95345948,2130503.28829195
2762,1328434.72635305,2130503.28829195
2761,1600285.06868383,2130503.28829195
2839,2295760.48794287,2193271.15188672
2837,2130503.28829195,2193271.15188672
2763,1828369.13926683,2193271.15188672
2762,1328434.72635305,2193271.15188672
2840,2295700.04971635,2295760.48794287
2838,2193271.15188672,2295760.48794287
2764,2140894.3353576,2295760.48794287
2763,1828369.13926683,2295760.48794287
2841,2228019.06816643,2295700.04971635
2839,2295760.48794287,2295700.04971635
2765,2511006.76202261,2295700.04971635
2764,2140894.3353576,2295700.04971635
2842,1388580.46529821,2228019.06816643
2840,2295700.04971635,2228019.06816643
2766,1890789.61906776,2228019.06816643
2765,2511006.76202261,2228019.06816643
2843,2218319.38681805,1388580.46529821
2841,2228019.06816643,1388580.46529821
2767,1833567.17349799,1388580.46529821
2766,1890789.61906776,1388580.46529821
2844,1959284.19793343,2218319.38681805
2842,1388580.46529821,2218319.38681805
2768,1706532.0169465,2218319.38681805
2767,1833567.17349799,2218319.38681805
2845,2560570.8496059,1959284.19793343
2843,2218319.38681805,1959284.19793343
2769,2340587.72638328,1959284.19793343
2768,1706532.0169465,1959284.19793343
2846,2660347.420648,2560570.8496059
2844,1959284.19793343,2560570.8496059
2770,1861197.22027549,2560570.8496059
2769,2340587.72638328,2560570.8496059
2847,3045937.59530963,2660347.420648
2845,2560570.8496059,2660347.420648
2771,2871276.49699052,2660347.420648
2770,1861197.22027549,2660347.420648
2848,2709422.70179908,3045937.59530963
2846,2660347.420648,3045937.59530963
2772,2657006.92492054,3045937.59530963
2771,2871276.49699052,3045937.59530963
2849,2772365.19981524,2709422.70179908
2847,3045937.59530963,2709422.70179908
2773,2803200.29698188,2709422.70179908
2772,2657006.92492054,2709422.70179908
2850,2677653.98598455,2772365.19981524
2848,2709422.70179908,2772365.19981524
2774,2065434.05592607,2772365.19981524
2773,2803200.29698188,2772365.19981524
2851,2005871.08166883,2677653.98598455
2849,2772365.19981524,2677653.98598455
2775,2427651.03735129,2677653.98598455
2774,2065434.05592607,2677653.98598455
2852,3591539.00052908,2005871.08166883
2850,2677653.98598455,2005871.08166883
2776,3738752.53514498,2005871.08166883
2775,2427651.03735129,2005871.08166883
2777,3400112.33954963,3591539.00052908
2853,4240495.85750563,3591539.00052908
2851,2005871.08166883,3591539.00052908
2776,3738752.53514498,3591539.00052908
2778,3506817.91371214,4240495.85750563
2777,3400112.33954963,4240495.85750563
2854,6397180.69085893,4240495.85750563
2852,3591539.00052908,4240495.85750563
2779,1462973.67616502,6397180.69085893
2778,3506817.91371214,6397180.69085893
2855,2610333.64438726,6397180.69085893
2853,4240495.85750563,6397180.69085893
2779,1462973.67616502,2610333.64438726
2854,6397180.69085893,2610333.64438726
2784,2374458.31176268,6021808.74256559
2860,2860123.19008146,6021808.74256559
2785,2834664.33369857,2860123.19008146
2784,2374458.31176268,2860123.19008146
2861,1309560.70472242,2860123.19008146
2859,6021808.74256559,2860123.19008146
2786,3984070.79461463,1309560.70472242
2785,2834664.33369857,1309560.70472242
2862,2752817.91429003,1309560.70472242
2860,2860123.19008146,1309560.70472242
2787,6407610.70673109,2752817.91429003
2786,3984070.79461463,2752817.91429003
2863,2531708.45857457,2752817.91429003
2861,1309560.70472242,2752817.91429003
2788,3152803.06204856,2531708.45857457
2787,6407610.70673109,2531708.45857457
2864,2449015.53513338,2531708.45857457
2862,2752817.91429003,2531708.45857457
2789,2186796.94961151,2449015.53513338
2788,3152803.06204856,2449015.53513338
2865,2899830.95580523,2449015.53513338
2863,2531708.45857457,2449015.53513338
2790,3017677.16559036,2899830.95580523
2789,2186796.94961151,2899830.95580523
2866,3108302.08474076,2899830.95580523
2864,2449015.53513338,2899830.95580523
2791,3543316.5757577,3108302.08474076
2790,3017677.16559036,3108302.08474076
2867,3112649.18346613,3108302.08474076
2865,2899830.95580523,3108302.08474076
2792,3173379.26713939,3112649.18346613
2791,3543316.5757577,3112649.18346613
2866,3108302.08474076,3112649.18346613
2868,2943673.36651613,3112649.18346613
2793,2793738.05057092,2943673.36651613
2792,3173379.26713939,2943673.36651613
2867,3112649.18346613,2943673.36651613
2869,3490077.91950957,2943673.36651613
2794,3147871.59723105,3490077.91950957
2793,2793738.05057092,3490077.91950957
2870,2754616.42236338,3490077.91950957
2868,2943673.36651613,3490077.91950957
2795,3393538.91565527,2754616.42236338
2794,3147871.59723105,2754616.42236338
2871,2122765.96489129,2754616.42236338
2869,3490077.91950957,2754616.42236338
2796,2370387.66705286,2122765.96489129
2795,3393538.91565527,2122765.96489129
2872,3046724.79565377,2122765.96489129
2870,2754616.42236338,2122765.96489129
2797,2955323.06307714,3046724.79565377
2796,2370387.66705286,3046724.79565377
2873,3639130.8713834,3046724.79565377
2871,2122765.96489129,3046724.79565377
2798,2984893.76298489,3639130.8713834
2797,2955323.06307714,3639130.8713834
2874,2791699.36989329,3639130.8713834
2872,3046724.79565377,3639130.8713834
2799,1267964.49958808,2791699.36989329
2798,2984893.76298489,2791699.36989329
2875,1241840.95295979,2791699.36989329
2873,3639130.8713834,2791699.36989329
2800,414042.044449479,1241840.95295979
2799,1267964.49958808,1241840.95295979
2876,546765.739516009,1241840.95295979
2874,2791699.36989329,1241840.95295979
2801,369505.246667649,546765.739516009
2800,414042.044449479,546765.739516009
2877,155262.789909442,546765.739516009
2875,1241840.95295979,546765.739516009
2802,737968.313500715,155262.789909442
2801,369505.246667649,155262.789909442
2878,638368.974067085,155262.789909442
2876,546765.739516009,155262.789909442
2803,1558523.86893488,638368.974067085
2802,737968.313500715,638368.974067085
2877,155262.789909442,638368.974067085
2805,1609574.40254673,355902.974848556
2804,602001.455539299,355902.974848556
2881,1977485.09300308,355902.974848556
2806,2399014.84755573,1977485.09300308
2805,1609574.40254673,1977485.09300308
2880,355902.974848556,1977485.09300308
2910,2203703.36160115,1810325.76762711
2985,2575653.82043352,1810325.76762711
2909,1810325.76762711,2203703.36160115
2911,2442619.17622692,2203703.36160115
2986,3266559.3977138,2203703.36160115
2985,2575653.82043352,2203703.36160115
2910,2203703.36160115,2442619.17622692
2986,3266559.3977138,2442619.17622692
2912,2257766.34816765,2442619.17622692
2987,4715171.78460382,2442619.17622692
2911,2442619.17622692,2257766.34816765
2987,4715171.78460382,2257766.34816765
2913,3353271.95756528,2257766.34816765
2988,2367170.63666309,2257766.34816765
2912,2257766.34816765,3353271.95756528
2914,2541070.9554051,3353271.95756528
2989,2590442.887007,3353271.95756528
2988,2367170.63666309,3353271.95756528
2915,2440674.8698408,2541070.9554051
2913,3353271.95756528,2541070.9554051
2990,2460705.59605359,2541070.9554051
2989,2590442.887007,2541070.9554051
2916,2485196.59775351,2440674.8698408
2914,2541070.9554051,2440674.8698408
2991,2330671.07617592,2440674.8698408
2990,2460705.59605359,2440674.8698408
2917,2416842.48173505,2485196.59775351
2915,2440674.8698408,2485196.59775351
2992,3333551.20840347,2485196.59775351
2991,2330671.07617592,2485196.59775351
2918,2268494.30525746,2416842.48173505
2916,2485196.59775351,2416842.48173505
2993,2617831.6052765,2416842.48173505
2992,3333551.20840347,2416842.48173505
2919,2810506.34565983,2268494.30525746
2917,2416842.48173505,2268494.30525746
2994,2523171.74414962,2268494.30525746
2993,2617831.6052765,2268494.30525746
2920,2871178.54553349,2810506.34565983
2918,2268494.30525746,2810506.34565983
2995,2439497.97130703,2810506.34565983
2994,2523171.74414962,2810506.34565983
2921,2144933.36608677,2871178.54553349
2919,2810506.34565983,2871178.54553349
2996,2234468.07343093,2871178.54553349
2995,2439497.97130703,2871178.54553349
2922,2357448.05961355,2144933.36608677
2920,2871178.54553349,2144933.36608677
2997,2025266.0926096,2144933.36608677
2996,2234468.07343093,2144933.36608677
2923,2966254.94309214,2357448.05961355
2921,2144933.36608677,2357448.05961355
2998,2680926.13839473,2357448.05961355
2997,2025266.0926096,2357448.05961355
2924,3450650.39932663,2966254.94309214
