fid,id,left,top,right,bottom,row_index,col_index,18도 미만 경사 목록_avgDN,2017공시지가_avg_Land_Value,2017사업체수
2779,947506,1950187.1587,947967.900929848,1949787.1587,42,36,,1.24935091048912,1462973.67616502,33
2784,947506,1948187.1587,947967.900929848,1947787.1587,47,36,,2.17014481186332,2374458.31176268,68
2785,947506,1947787.1587,947967.900929848,1947387.1587,48,36,,0.717046513450085,2834664.33369857,94
2786,947506,1947387.1587,947967.900929848,1946987.1587,49,36,,0.392961198128822,3984070.79461463,141
2787,947506,1946987.1587,947967.900929848,1946587.1587,50,36,,0.0197000500793625,6407610.70673109,441
2788,947506,1946587.1587,947967.900929848,1946187.1587,51,36,,1.58183048908638,3152803.06204856,182
2789,947506,1946187.1587,947967.900929848,1945787.1587,52,36,,1.67254737820744,2186796.94961151,74
2790,947506,1945787.1587,947967.900929848,1945387.1587,53,36,,2.0116708159259,3017677.16559036,92
2791,947506,1945387.1587,947967.900929848,1944987.1587,54,36,,2.69572994513271,3543316.5757577,75
2792,947506,1944987.1587,947967.900929848,1944587.1587,55,36,,1.89582230008365,3173379.26713939,83
2793,947506,1944587.1587,947967.900929848,1944187.1587,56,36,,0.730787949963795,2793738.05057092,99
2794,947506,1944187.1587,947967.900929848,1943787.1587,57,36,,1.77821407882449,3147871.59723105,60
2795,947506,1943787.1587,947967.900929848,1943387.1587,58,36,,2.61593214976233,3393538.91565527,194
2796,947506,1943387.1587,947967.900929848,1942987.1587,59,36,,0.0319585240228049,2370387.66705286,71
2797,947506,1942987.1587,947967.900929848,1942587.1587,60,36,,0.947100837053971,2955323.06307714,93
2798,947506,1942587.1587,947967.900929848,1942187.1587,61,36,,1.09684236580002,2984893.76298489,83
2799,947506,1942187.1587,947967.900929848,1941787.1587,62,36,,9.16520064390061,1267964.49958808,15
2800,947506,1941787.1587,947967.900929848,1941387.1587,63,36,,14.8232778756669,414042.044449479,0
2801,947506,1941387.1587,947967.900929848,1940987.1587,64,36,,11.6555808087301,369505.246667649,2
2802,947506,1940987.1587,947967.900929848,1940587.1587,65,36,,15.0301619185458,737968.313500715,19
2803,947506,1940587.1587,947967.900929848,1940187.1587,66,36,,7.41796488234968,1558523.86893488,64
2804,947506,1940187.1587,947967.900929848,1939787.1587,67,36,,11.0422458636233,602001.455539299,4
2805,947506,1939787.1587,947967.900929848,1939387.1587,68,36,,5.82849187926194,1609574.40254673,50
2806,947506,1939387.1587,947967.900929848,1938987.1587,69,36,,2.45070657805391,2399014.84755573,227
2834,947852,1958387.1587,948314.311091361,1957987.1587,21,37,,11.1157781802014,1389618.93057804,25
2835,947852,1957987.1587,948314.311091361,1957587.1587,22,37,,5.9467712442455,1941282.71814432,27
2836,947852,1957587.1587,948314.311091361,1957187.1587,23,37,,1.95837366995944,2497752.95345948,169
2837,947852,1957187.1587,948314.311091361,1956787.1587,24,37,,3.36463043780883,2130503.28829195,64
2838,947852,1956787.1587,948314.311091361,1956387.1587,25,37,,2.47962581474841,2193271.15188672,117
2839,947852,1956387.1587,948314.311091361,1955987.1587,26,37,,1.34774191211515,2295760.48794287,112
2840,947852,1955987.1587,948314.311091361,1955587.1587,27,37,,3.26633344731421,2295700.04971635,106
2841,947852,1955587.1587,948314.311091361,1955187.1587,28,37,,2.7319701258926,2228019.06816643,116
2842,947852,1955187.1587,948314.311091361,1954787.1587,29,37,,12.0387975338895,1388580.46529821,65
2843,947852,1954787.1587,948314.311091361,1954387.1587,30,37,,3.62155064384633,2218319.38681805,114
2844,947852,1954387.1587,948314.311091361,1953987.1587,31,37,,2.27024725915996,1959284.19793343,65
2845,947852,1953987.1587,948314.311091361,1953587.1587,32,37,,1.70538006546516,2560570.8496059,188
2846,947852,1953587.1587,948314.311091361,1953187.1587,33,37,,4.10423962728897,2660347.420648,107
2847,947852,1953187.1587,948314.311091361,1952787.1587,34,37,,2.09524124454539,3045937.59530963,24
2848,947852,1952787.1587,948314.311091361,1952387.1587,35,37,,1.00910245340583,2709422.70179908,155
2849,947852,1952387.1587,948314.311091361,1951987.1587,36,37,,1.51205262962925,2772365.19981524,99
2850,947852,1951987.1587,948314.311091361,1951587.1587,37,37,,3.66486272972355,2677653.98598455,110
2851,947852,1951587.1587,948314.311091361,1951187.1587,38,37,,13.5362803103734,2005871.08166883,44
2852,947852,1951187.1587,948314.311091361,1950787.1587,39,37,,0,3591539.00052908,186
2853,947852,1950787.1587,948314.311091361,1950387.1587,40,37,,1.10623549168436,4240495.85750563,189
2854,947852,1950387.1587,948314.311091361,1949987.1587,41,37,,0.980643951182873,6397180.69085893,403
2855,947852,1949987.1587,948314.311091361,1949587.1587,42,37,,2.75301627432446,2610333.64438726,127
2859,947852,1948387.1587,948314.311091361,1947987.1587,46,37,,3.04144431686534,6021808.74256559,0
2860,947852,1947987.1587,948314.311091361,1947587.1587,47,37,,3.25180894887906,2860123.19008146,0
2861,947852,1947587.1587,948314.311091361,1947187.1587,48,37,,2.97059217443212,1309560.70472242,18
2862,947852,1947187.1587,948314.311091361,1946787.1587,49,37,,1.46392834974931,2752817.91429003,51
2863,947852,1946787.1587,948314.311091361,1946387.1587,50,37,,1.09483618492968,2531708.45857457,53
2864,947852,1946387.1587,948314.311091361,1945987.1587,51,37,,2.40332854820859,2449015.53513338,56
2865,947852,1945987.1587,948314.311091361,1945587.1587,52,37,,2.62772211376941,2899830.95580523,73
2866,947852,1945587.1587,948314.311091361,1945187.1587,53,37,,5.04058175609677,3108302.08474076,147
2867,947852,1945187.1587,948314.311091361,1944787.1587,54,37,,3.88283456417434,3112649.18346613,37
2868,947852,1944787.1587,948314.311091361,1944387.1587,55,37,,1.1808360875042,2943673.36651613,79
2869,947852,1944387.1587,948314.311091361,1943987.1587,56,37,,2.40648990453177,3490077.91950957,74
2870,947852,1943987.1587,948314.311091361,1943587.1587,57,37,,6.92350499174325,2754616.42236338,38
2871,947852,1943587.1587,948314.311091361,1943187.1587,58,37,,5.09003554302187,2122765.96489129,109
2872,947852,1943187.1587,948314.311091361,1942787.1587,59,37,,0.892378677744633,3046724.79565377,173
2873,947852,1942787.1587,948314.311091361,1942387.1587,60,37,,0.578537585744807,3639130.8713834,162
2874,947852,1942387.1587,948314.311091361,1941987.1587,61,37,,2.92757344972632,2791699.36989329,57
2875,947852,1941987.1587,948314.311091361,1941587.1587,62,37,,12.1969207914416,1241840.95295979,18
2876,947852,1941587.1587,948314.311091361,1941187.1587,63,37,,12.5966242822557,546765.739516009,1
2877,947852,1941187.1587,948314.311091361,1940787.1587,64,37,,16.86469851181,155262.789909442,0
2878,947852,1940787.1587,948314.311091361,1940387.1587,65,37,,16.0746973849881,638368.974067085,8
2880,947852,1939987.1587,948314.311091361,1939587.1587,67,37,,17.9349866055304,355902.974848556,0
2881,947852,1939587.1587,948314.311091361,1939187.1587,68,37,,4.64573747084879,1977485.09300308,57
2909,948199,1958987.1587,948660.721252875,1958587.1587,20,38,,8.67850722215156,1810325.76762711,22
2910,948199,1958587.1587,948660.721252875,1958187.1587,21,38,,6.07859143652149,2203703.36160115,102
2911,948199,1958187.1587,948660.721252875,1957787.1587,22,38,,3.3748974969237,2442619.17622692,187
2912,948199,1957787.1587,948660.721252875,1957387.1587,23,38,,1.15569192838658,2257766.34816765,95
2913,948199,1957387.1587,948660.721252875,1956987.1587,24,38,,0.543671416854517,3353271.95756528,209
2914,948199,1956987.1587,948660.721252875,1956587.1587,25,38,,0.850154527429343,2541070.9554051,69
2915,948199,1956587.1587,948660.721252875,1956187.1587,26,38,,0.0436841976308936,2440674.8698408,118
2916,948199,1956187.1587,948660.721252875,1955787.1587,27,38,,0.424898604667141,2485196.59775351,101
2917,948199,1955787.1587,948660.721252875,1955387.1587,28,38,,1.12623574062165,2416842.48173505,144
2918,948199,1955387.1587,948660.721252875,1954987.1587,29,38,,1.43220144439294,2268494.30525746,122
2919,948199,1954987.1587,948660.721252875,1954587.1587,30,38,,1.38451745161088,2810506.34565983,153
2920,948199,1954587.1587,948660.721252875,1954187.1587,31,38,,1.41374445323444,2871178.54553349,279
2921,948199,1954187.1587,948660.721252875,1953787.1587,32,38,,6.88329398190878,2144933.36608677,46
2922,948199,1953787.1587,948660.721252875,1953387.1587,33,38,,5.88806754084525,2357448.05961355,50
2923,948199,1953387.1587,948660.721252875,1952987.1587,34,38,,5.2474094227215,2966254.94309214,56
2924,948199,1952987.1587,948660.721252875,1952587.1587,35,38,,1.38287719237472,3450650.39932663,70
2925,948199,1952587.1587,948660.721252875,1952187.1587,36,38,,1.27161331626398,2579968.42700424,185
2926,948199,1952187.1587,948660.721252875,1951787.1587,37,38,,0.0532096759719051,2199126.58554951,61
2927,948199,1951787.1587,948660.721252875,1951387.1587,38,38,,3.86233211936614,2691419.25624931,118
2928,948199,1951387.1587,948660.721252875,1950987.1587,39,38,,0.961957878943429,3464129.72370391,234
2929,948199,1950987.1587,948660.721252875,1950587.1587,40,38,,0.928464750222217,4027053.84914113,229
2930,948199,1950587.1587,948660.721252875,1950187.1587,41,38,,1.19714220634554,6397938.74177292,283
2931,948199,1950187.1587,948660.721252875,1949787.1587,42,38,,0.545389134294024,4791186.73103925,346
2932,948199,1949787.1587,948660.721252875,1949387.1587,43,38,,3.1356423857125,1584642.84080827,19
2935,948199,1948587.1587,948660.721252875,1948187.1587,46,38,,2.60301596250856,4406562.52558384,0
2936,948199,1948187.1587,948660.721252875,1947787.1587,47,38,,0.57762813901281,7759475.52134819,51
2937,948199,1947787.1587,948660.721252875,1947387.1587,48,38,,0.201504031968575,6183635.86252849,106
2938,948199,1947387.1587,948660.721252875,1946987.1587,49,38,,2.23474778502056,1746765.27385842,0
2939,948199,1946987.1587,948660.721252875,1946587.1587,50,38,,3.11961542729208,949827.803457274,12
2940,948199,1946587.1587,948660.721252875,1946187.1587,51,38,,0.464939586580597,2461742.36047563,61
2941,948199,1946187.1587,948660.721252875,1945787.1587,52,38,,0.879915319187956,2901236.81594471,217
2942,948199,1945787.1587,948660.721252875,1945387.1587,53,38,,4.64920810929819,2702886.32543945,18
2943,948199,1945387.1587,948660.721252875,1944987.1587,54,38,,4.60775819495643,2796899.92193991,14
2944,948199,1944987.1587,948660.721252875,1944587.1587,55,38,,1.5964666478975,2930437.40741915,52
2945,948199,1944587.1587,948660.721252875,1944187.1587,56,38,,0.54607992467196,2835698.87255283,89
2946,948199,1944187.1587,948660.721252875,1943787.1587,57,38,,3.11875607281872,2318419.924334,8
2947,948199,1943787.1587,948660.721252875,1943387.1587,58,38,,4.66072883944233,1072652.85225138,13
2948,948199,1943387.1587,948660.721252875,1942987.1587,59,38,,1,2688907.11074988,169
2949,948199,1942987.1587,948660.721252875,1942587.1587,60,38,,3.22340089118022,3050960.31101676,141
2950,948199,1942587.1587,948660.721252875,1942187.1587,61,38,,9.71733720482669,1943969.21672093,50
2951,948199,1942187.1587,948660.721252875,1941787.1587,62,38,,1.30310883227786,2894136.22417936,187
2952,948199,1941787.1587,948660.721252875,1941387.1587,63,38,,10.478121813369,1728984.26419899,52
2954,948199,1940987.1587,948660.721252875,1940587.1587,65,38,,15.6352274601198,1028464.95201,16
2955,948199,1940587.1587,948660.721252875,1940187.1587,66,38,,13.7432360381786,1349256.14072221,16
2957,948199,1939787.1587,948660.721252875,1939387.1587,68,38,,17.4468878712788,793038.848058787,2
2958,948199,1939387.1587,948660.721252875,1938987.1587,69,38,,12.1170688860969,2329542.90773146,28
2981,948545,1960387.1587,949007.131414389,1959987.1587,16,39,,5.31186612089695,3705.78095210634,17
2985,948545,1958787.1587,949007.131414389,1958387.1587,20,39,,5.12872314754195,2575653.82043352,131
2986,948545,1958387.1587,949007.131414389,1957987.1587,21,39,,3.57941657954938,3266559.3977138,221
2987,948545,1957987.1587,949007.131414389,1957587.1587,22,39,,0.675018673130911,4715171.78460382,500
2988,948545,1957587.1587,949007.131414389,1957187.1587,23,39,,0.235129609756619,2367170.63666309,81
2989,948545,1957187.1587,949007.131414389,1956787.1587,24,39,,1.31958644090851,2590442.887007,140
2990,948545,1956787.1587,949007.131414389,1956387.1587,25,39,,1.94581512698776,2460705.59605359,143
2991,948545,1956387.1587,949007.131414389,1955987.1587,26,39,,1.31764187770029,2330671.07617592,134
2992,948545,1955987.1587,949007.131414389,1955587.1587,27,39,,0.974125542391713,3333551.20840347,253
2993,948545,1955587.1587,949007.131414389,1955187.1587,28,39,,1.6831425868048,2617831.6052765,84
2994,948545,1955187.1587,949007.131414389,1954787.1587,29,39,,3.40981119823123,2523171.74414962,137
2995,948545,1954787.1587,949007.131414389,1954387.1587,30,39,,3.64619221105836,2439497.97130703,86
2996,948545,1954387.1587,949007.131414389,1953987.1587,31,39,,4.94137712594702,2234468.07343093,118
2997,948545,1953987.1587,949007.131414389,1953587.1587,32,39,,4.6751522579645,2025266.0926096,71
2998,948545,1953587.1587,949007.131414389,1953187.1587,33,39,,7.01186303336035,2680926.13839473,34
2999,948545,1953187.1587,949007.131414389,1952787.1587,34,39,,2.39097313714169,2804078.76480615,60
3000,948545,1952787.1587,949007.131414389,1952387.1587,35,39,,2.11736264766929,2276160.07173248,11
3001,948545,1952387.1587,949007.131414389,1951987.1587,36,39,,11.2575030499382,1141782.05403398,29
3002,948545,1951987.1587,949007.131414389,1951587.1587,37,39,,0.279444734370439,3019251.00399361,92
3003,948545,1951587.1587,949007.131414389,1951187.1587,38,39,,0.0015767868819379,3188453.72588758,219
3004,948545,1951187.1587,949007.131414389,1950787.1587,39,39,,0.070290287745239,4971696.09528937,300
3005,948545,1950787.1587,949007.131414389,1950387.1587,40,39,,1.21901834539751,7435740.04563325,481
3006,948545,1950387.1587,949007.131414389,1949987.1587,41,39,,0.912937068215982,5919255.0077167,518
3007,948545,1949987.1587,949007.131414389,1949587.1587,42,39,,1.08477849968838,3533154.89521347,119
3011,948545,1948387.1587,949007.131414389,1947987.1587,46,39,,1.05902183643432,5194978.01418252,169
3012,948545,1947987.1587,949007.131414389,1947587.1587,47,39,,0,6423457.37318422,289
3013,948545,1947587.1587,949007.131414389,1947187.1587,48,39,,0,3576262.31546397,41
3014,948545,1947187.1587,949007.131414389,1946787.1587,49,39,,1.18831364774039,5866447.09720051,41
3015,948545,1946787.1587,949007.131414389,1946387.1587,50,39,,2.67695259716171,850672.386276333,4
3016,948545,1946387.1587,949007.131414389,1945987.1587,51,39,,0.251335797262185,2272718.34503118,172
3017,948545,1945987.1587,949007.131414389,1945587.1587,52,39,,2.63590706006386,2213065.75609378,59
3018,948545,1945587.1587,949007.131414389,1945187.1587,53,39,,2.56338398415013,2587855.95682701,47
3019,948545,1945187.1587,949007.131414389,1944787.1587,54,39,,2.17992367331622,2894121.90547894,79
3020,948545,1944787.1587,949007.131414389,1944387.1587,55,39,,0.182997090328004,3119323.63030836,202
3021,948545,1944387.1587,949007.131414389,1943987.1587,56,39,,6.0405214933665,1838670.4035184,19
3022,948545,1943987.1587,949007.131414389,1943587.1587,57,39,,1.1901567308933,800281.940112683,3
3023,948545,1943587.1587,949007.131414389,1943187.1587,58,39,,1.43080343743308,2189998.9342829,30
3024,948545,1943187.1587,949007.131414389,1942787.1587,59,39,,1.34220396554285,2633344.30815165,127
3025,948545,1942787.1587,949007.131414389,1942387.1587,60,39,,6.82115210497279,2481806.63989026,33
3026,948545,1942387.1587,949007.131414389,1941987.1587,61,39,,11.7080317825624,1218577.400351,13
3027,948545,1941987.1587,949007.131414389,1941587.1587,62,39,,5.53973322756284,2493135.65932887,163
3028,948545,1941587.1587,949007.131414389,1941187.1587,63,39,,5.15861648988286,2572170.34323447,134
3029,948545,1941187.1587,949007.131414389,1940787.1587,64,39,,11.4765237635183,1511923.83036839,34
3030,948545,1940787.1587,949007.131414389,1940387.1587,65,39,,14.5992926907689,1627570.62640633,57
3031,948545,1940387.1587,949007.131414389,1939987.1587,66,39,,13.1528327478339,2889907.8338679,46
3033,948545,1939587.1587,949007.131414389,1939187.1587,68,39,,15.1095825799257,810714.522255096,28
3062,948892,1958587.1587,949353.541575903,1958187.1587,21,40,,6.88889995475744,1869590.56077793,14
3063,948892,1958187.1587,949353.541575903,1957787.1587,22,40,,2.49865853093948,3896608.00315546,306
3064,948892,1957787.1587,949353.541575903,1957387.1587,23,40,,3.34365640953106,3547798.72296929,157
3065,948892,1957387.1587,949353.541575903,1956987.1587,24,40,,3.59557222062938,2362031.11758362,44
3066,948892,1956987.1587,949353.541575903,1956587.1587,25,40,,1.35215515459246,2604050.4380168,123
3067,948892,1956587.1587,949353.541575903,1956187.1587,26,40,,0.975751642565108,2739229.20681398,111
3068,948892,1956187.1587,949353.541575903,1955787.1587,27,40,,0.861831750704366,2994491.8707936,175
3069,948892,1955787.1587,949353.541575903,1955387.1587,28,40,,5.34140421286274,2233129.19013978,81
3070,948892,1955387.1587,949353.541575903,1954987.1587,29,40,,11.2841673837168,2099428.38548109,26
3071,948892,1954987.1587,949353.541575903,1954587.1587,30,40,,13.768908341355,2444471.23951058,25
3072,948892,1954587.1587,949353.541575903,1954187.1587,31,40,,12.370649679341,2227436.44187719,34
3073,948892,1954187.1587,949353.541575903,1953787.1587,32,40,,3.85008711234595,2277206.65935844,110
3074,948892,1953787.1587,949353.541575903,1953387.1587,33,40,,4.797398685295,2545276.46123873,184
3075,948892,1953387.1587,949353.541575903,1952987.1587,34,40,,0.915301755294937,2440968.21529927,189
3076,948892,1952987.1587,949353.541575903,1952587.1587,35,40,,8.43470864140147,1245485.07102239,44
3078,948892,1952187.1587,949353.541575903,1951787.1587,37,40,,5.07986710011403,2266980.77427993,141
3079,948892,1951787.1587,949353.541575903,1951387.1587,38,40,,0,2858418.89156119,353
3080,948892,1951387.1587,949353.541575903,1950987.1587,39,40,,0.254328342633424,5464041.14563216,410
3081,948892,1950987.1587,949353.541575903,1950587.1587,40,40,,1.70504310632445,8174217.6290283,597
3082,948892,1950587.1587,949353.541575903,1950187.1587,41,40,,4.12316201713731,6307121.27953036,247
3083,948892,1950187.1587,949353.541575903,1949787.1587,42,40,,4.6919752409281,5144450.80341528,333
3088,948892,1948187.1587,949353.541575903,1947787.1587,47,40,,0.415409462538921,5241511.29859695,133
3089,948892,1947787.1587,949353.541575903,1947387.1587,48,40,,0,4439367.33792681,97
3090,948892,1947387.1587,949353.541575903,1946987.1587,49,40,,0,9083638.52907118,175
3091,948892,1946987.1587,949353.541575903,1946587.1587,50,40,,1.33761850254559,4583424.76803474,90
3092,948892,1946587.1587,949353.541575903,1946187.1587,51,40,,1.60851022767287,1205439.85887314,29
3093,948892,1946187.1587,949353.541575903,1945787.1587,52,40,,1.2691066569744,2813605.77980398,93
3094,948892,1945787.1587,949353.541575903,1945387.1587,53,40,,4.25993392029504,3858231.77265861,78
3095,948892,1945387.1587,949353.541575903,1944987.1587,54,40,,3.1101316144316,2814087.58051335,61
3096,948892,1944987.1587,949353.541575903,1944587.1587,55,40,,1.36109711357493,2892633.83202743,45
3097,948892,1944587.1587,949353.541575903,1944187.1587,56,40,,4.11102797272538,2760927.00633977,83
3098,948892,1944187.1587,949353.541575903,1943787.1587,57,40,,6.6627739017536,3087146.31943505,70
3099,948892,1943787.1587,949353.541575903,1943387.1587,58,40,,0.856038388135036,4069685.18560901,347
3100,948892,1943387.1587,949353.541575903,1942987.1587,59,40,,0.94922766969322,2521591.82649683,122
3101,948892,1942987.1587,949353.541575903,1942587.1587,60,40,,1.82484487142376,2523067.42223493,124
3102,948892,1942587.1587,949353.541575903,1942187.1587,61,40,,11.2760023362736,1388156.14172225,20
3103,948892,1942187.1587,949353.541575903,1941787.1587,62,40,,13.9584231144716,1085491.32333838,15
3104,948892,1941787.1587,949353.541575903,1941387.1587,63,40,,14.3493731239714,1224508.74699958,8
3105,948892,1941387.1587,949353.541575903,1940987.1587,64,40,,14.2483539610478,1084123.33130948,13
3106,948892,1940987.1587,949353.541575903,1940587.1587,65,40,,14.4802605461963,1148719.91118376,7
3107,948892,1940587.1587,949353.541575903,1940187.1587,66,40,,16.9883383092152,1010998.23352923,22
3108,948892,1940187.1587,949353.541575903,1939787.1587,67,40,,17.0545021210626,80037.7268793484,0
3134,949238,1959987.1587,949699.951737416,1959587.1587,17,41,,12.1077704607078,1780.31671085712,24
3137,949238,1958787.1587,949699.951737416,1958387.1587,20,41,,5.14224671506744,2057388.6733133,77
3138,949238,1958387.1587,949699.951737416,1957987.1587,21,41,,3.90243334858331,2288737.60498734,114
3139,949238,1957987.1587,949699.951737416,1957587.1587,22,41,,10.9667663761096,1874657.44237268,35
3140,949238,1957587.1587,949699.951737416,1957187.1587,23,41,,6.62718183742527,3765172.5612927,29
3141,949238,1957187.1587,949699.951737416,1956787.1587,24,41,,2.09862730718063,4047274.97472224,311
3142,949238,1956787.1587,949699.951737416,1956387.1587,25,41,,0.407115845555963,2508522.95661568,113
3143,949238,1956387.1587,949699.951737416,1955987.1587,26,41,,3.57573883725718,2338437.2628918,93
3144,949238,1955987.1587,949699.951737416,1955587.1587,27,41,,4.27042884469035,2642685.85690987,84
3149,949238,1953987.1587,949699.951737416,1953587.1587,32,41,,10.7285952838234,1684067.2776801,62
3150,949238,1953587.1587,949699.951737416,1953187.1587,33,41,,2.83859371455386,2207481.57919597,52
3151,949238,1953187.1587,949699.951737416,1952787.1587,34,41,,9.83474847723333,1273801.85881841,32
3152,949238,1952787.1587,949699.951737416,1952387.1587,35,41,,8.3648646604519,2086432.58776593,36
3153,949238,1952387.1587,949699.951737416,1951987.1587,36,41,,6.45384500936151,2247271.07936505,155
3154,949238,1951987.1587,949699.951737416,1951587.1587,37,41,,2.4746438426429,2320246.65536959,144
3155,949238,1951587.1587,949699.951737416,1951187.1587,38,41,,5.19470430734716,3110942.09586999,200
3156,949238,1951187.1587,949699.951737416,1950787.1587,39,41,,2.01952784760967,4899102.58505303,407
3157,949238,1950787.1587,949699.951737416,1950387.1587,40,41,,10.0313417376856,4568844.77773419,214
3158,949238,1950387.1587,949699.951737416,1949987.1587,41,41,,17.1899162578386,3134743.74456335,29
3159,949238,1949987.1587,949699.951737416,1949587.1587,42,41,,1.91936317990602,4384859.93508208,70
3164,949238,1947987.1587,949699.951737416,1947587.1587,47,41,,0.0833123063571741,5312301.9431048,17
3165,949238,1947587.1587,949699.951737416,1947187.1587,48,41,,0,8934255.98071725,126
3166,949238,1947187.1587,949699.951737416,1946787.1587,49,41,,0,9023395.32792437,545
3167,949238,1946787.1587,949699.951737416,1946387.1587,50,41,,2.00174333034314,4344824.01304032,7
3168,949238,1946387.1587,949699.951737416,1945987.1587,51,41,,2.68343987440209,2318644.30595672,41
3169,949238,1945987.1587,949699.951737416,1945587.1587,52,41,,6.9959400351258,2312121.06790986,13
3170,949238,1945587.1587,949699.951737416,1945187.1587,53,41,,10.5850355779962,1312664.31990143,0
3171,949238,1945187.1587,949699.951737416,1944787.1587,54,41,,9.23879362639743,2258517.87512646,21
3172,949238,1944787.1587,949699.951737416,1944387.1587,55,41,,2.13465987831944,3763466.6130623,293
3173,949238,1944387.1587,949699.951737416,1943987.1587,56,41,,5.33555271566915,3011222.59736068,77
3174,949238,1943987.1587,949699.951737416,1943587.1587,57,41,,4.66941918899964,2975111.17793219,122
3175,949238,1943587.1587,949699.951737416,1943187.1587,58,41,,0.708459727335942,3681198.75862097,261
3176,949238,1943187.1587,949699.951737416,1942787.1587,59,41,,0.830794564232797,6495235.72906796,611
3177,949238,1942787.1587,949699.951737416,1942387.1587,60,41,,1.83774903437114,3451523.2159637,334
3178,949238,1942387.1587,949699.951737416,1941987.1587,61,41,,9.18787684509742,1763816.4313981,38
3179,949238,1941987.1587,949699.951737416,1941587.1587,62,41,,17.1884180763357,453790.620729935,1
3180,949238,1941587.1587,949699.951737416,1941187.1587,63,41,,10.1053993056678,1246670.3416442,16
3181,949238,1941187.1587,949699.951737416,1940787.1587,64,41,,10.5498199868064,1532809.65412054,37
3182,949238,1940787.1587,949699.951737416,1940387.1587,65,41,,14.8679228415984,1071425.04233872,8
3183,949238,1940387.1587,949699.951737416,1939987.1587,66,41,,13.5783934775779,808544.931186885,11
3212,949584,1959387.1587,950046.36189893,1958987.1587,19,42,,7.7153846002847,2138.09376897949,6
3215,949584,1958187.1587,950046.36189893,1957787.1587,22,42,,13.1609333321584,1385166.0331768,25
3216,949584,1957787.1587,950046.36189893,1957387.1587,23,42,,6.66878739526396,1793518.24104493,56
3217,949584,1957387.1587,950046.36189893,1956987.1587,24,42,,4.03934817518908,3063474.8177744,103
3218,949584,1956987.1587,950046.36189893,1956587.1587,25,42,,1.67396153681498,4194238.79784704,212
3219,949584,1956587.1587,950046.36189893,1956187.1587,26,42,,6.6168774460634,2000206.57027439,79
3220,949584,1956187.1587,950046.36189893,1955787.1587,27,42,,3.98218012417685,2595596.50630108,135
3221,949584,1955787.1587,950046.36189893,1955387.1587,28,42,,11.0094775449995,1928178.58842932,3
3223,949584,1954987.1587,950046.36189893,1954587.1587,30,42,,17.3349993402699,215086.112263507,1
3224,949584,1954587.1587,950046.36189893,1954187.1587,31,42,,17.8159145875703,514035.837785365,3
3226,949584,1953787.1587,950046.36189893,1953387.1587,33,42,,13.0005796802525,1243262.77759271,21
3227,949584,1953387.1587,950046.36189893,1952987.1587,34,42,,8.23916069057404,1518153.97759373,81
3228,949584,1952987.1587,950046.36189893,1952587.1587,35,42,,14.1594970312776,1479143.53711023,2
3229,949584,1952587.1587,950046.36189893,1952187.1587,36,42,,2.6616573030586,2683851.59278125,149
3230,949584,1952187.1587,950046.36189893,1951787.1587,37,42,,4.27437575629229,2761010.12385256,154
3231,949584,1951787.1587,950046.36189893,1951387.1587,38,42,,7.29890346646147,2273296.45889708,22
3232,949584,1951387.1587,950046.36189893,1950987.1587,39,42,,5.73936062846468,2785736.3031053,54
3233,949584,1950987.1587,950046.36189893,1950587.1587,40,42,,3.93206656084758,4548675.75039934,290
3234,949584,1950587.1587,950046.36189893,1950187.1587,41,42,,10.0469218559624,3304169.61413056,40
3235,949584,1950187.1587,950046.36189893,1949787.1587,42,42,,0.796646614477001,3837135.26864983,143
3236,949584,1949787.1587,950046.36189893,1949387.1587,43,42,,2.71737320113377,3361332.11733624,98
3241,949584,1947787.1587,950046.36189893,1947387.1587,48,42,,0.516727747912735,4818124.34786933,49
3242,949584,1947387.1587,950046.36189893,1946987.1587,49,42,,0,6349919.08254135,174
3243,949584,1946987.1587,950046.36189893,1946587.1587,50,42,,2.41043736700421e-05,6635815.4790478,322
3244,949584,1946587.1587,950046.36189893,1946187.1587,51,42,,2.52880222686837,997610.696885171,1
3245,949584,1946187.1587,950046.36189893,1945787.1587,52,42,,3.70253627185926,4015308.68676452,82
3246,949584,1945787.1587,950046.36189893,1945387.1587,53,42,,5.17400166664967,3121922.77416237,32
3247,949584,1945387.1587,950046.36189893,1944987.1587,54,42,,8.65952584636419,1466523.53909664,12
3248,949584,1944987.1587,950046.36189893,1944587.1587,55,42,,3.67701340641736,3418577.55543599,226
3249,949584,1944587.1587,950046.36189893,1944187.1587,56,42,,4.78333092193579,2385252.86516706,129
3250,949584,1944187.1587,950046.36189893,1943787.1587,57,42,,6.07742046083569,2016667.54241277,23
3251,949584,1943787.1587,950046.36189893,1943387.1587,58,42,,6.4492380086391,1870752.07956096,21
3252,949584,1943387.1587,950046.36189893,1942987.1587,59,42,,1.33829687254198,3753059.15207543,219
3253,949584,1942987.1587,950046.36189893,1942587.1587,60,42,,5.21938523398375,3296793.95608397,110
3254,949584,1942587.1587,950046.36189893,1942187.1587,61,42,,8.31311002286203,2326184.23680593,88
3255,949584,1942187.1587,950046.36189893,1941787.1587,62,42,,10.2329326395951,2686981.28593073,55
3256,949584,1941787.1587,950046.36189893,1941387.1587,63,42,,6.01248054872479,2321369.75127395,166
3257,949584,1941387.1587,950046.36189893,1940987.1587,64,42,,5.21784849518655,3091014.00418055,80
